Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Formula,Measurement date,,,,,,,,,,,,,,
1,1,1,1,"""""""=""""""""H2061404""""""""""""""",,,,,,,,Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,3/22/2023 3:46:34 PM,,,,,,,,,,,,,,
2,2,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
4,4,1,Jez US LUM 384 (cps),0,8,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
5,5,Calculated results: Calc 1: Z' = 1 - ((3 * SD(High) + 3 * SD(Low)) / Abs(Avg(High) - Avg(Low))) where Label: Jez US LUM 384 (cps)(1) channel 1  High = Z_High  Low = Z_Low,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
7,7,A,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
8,8,B,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
9,9,C,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
10,10,D,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
11,11,E,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
12,12,F,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
13,13,G,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
14,14,H,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
15,15,I,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
16,16,J,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
17,17,K,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
18,18,L,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
19,19,M,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
20,20,N,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
21,21,O,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
22,22,P,0.74480837069,0.74480837069,,,,,,,,,,,,,,,,,,,,,0.74480837069,0.74480837069,
23,23,Plate information,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,Plate,Repeat,Barcode,Measured height,Chamber temperature at start,Chamber temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement date,,,,,,,,,
25,25,1,1,"""""""=""""""""H2061404""""""""""""""",14.01,17.9,17.92,48.1,48.6,18.2,18.21,1,Jez US LUM 384 (cps)(1),0,0,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),0,3/22/2023 3:46:34 PM,,,,,,,,,
26,26,Background information,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,
28,28,1,Jez US LUM 384 (cps),0,8,0.1,00:00:00.000,De=USLum Ex=N/A Em=N/A Wdw=N/A (12),,,,,,,,,,,,,,,,,,,
29,29,Results for Jez US LUM 384 (cps)(1) - channel 0 (CPS),,,,,,,,,,,,,,,,,,,,,,,,,
30,30,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,
31,31,A,4600,4360,4280,4960,4520,4760,4680,4680,4520,4640,4960,4320,5200,4600,4480,4800,4600,4560,4840,4680,4320,4560,27880,28440,
32,32,B,4200,4320,4240,4520,5000,4560,4720,5040,4280,4400,4640,4520,5040,4520,4520,4560,4400,4600,4280,4480,4040,4480,29120,29040,
33,33,C,4400,4520,5280,4520,4520,4680,4360,4640,4400,4680,4720,4520,4800,5040,4840,4880,4480,4640,4800,4240,4560,4920,29880,29680,
34,34,D,4720,4640,4840,4760,4920,4720,4440,4840,4880,5040,4720,5200,4840,4640,4760,4760,5040,5120,4680,4280,4880,4640,28480,31160,
35,35,E,4880,4800,4880,5560,5320,5240,5360,4960,5680,5280,5320,5440,5360,5320,5360,5320,4960,5040,5240,4920,4880,4360,33480,34400,
36,36,F,5080,5120,5080,5240,5320,5160,5760,5400,5120,5520,5760,5560,5840,5480,5240,5360,5000,5720,5360,5120,4800,4560,34160,32920,
37,37,G,4520,4320,4880,5040,5120,5120,4840,5680,4920,5120,5080,4880,5040,5200,5240,4840,4760,5000,4960,4960,4880,4880,31880,31360,
38,38,H,5000,4960,5200,4680,5400,5280,5200,5720,4880,4800,5080,5560,5480,5280,5200,5240,4880,4760,4600,4680,5000,4480,32800,33120,
39,39,I,4640,4520,4640,5600,5200,5120,5200,4800,5160,4880,4920,5320,5320,5200,4840,5040,4840,4560,4680,4640,5040,4800,33240,32640,
40,40,J,5080,4360,4640,4520,5000,4840,4800,5320,4720,4960,4800,4720,5000,5000,5200,4680,5080,4680,4560,4720,4440,4440,34520,31360,
41,41,K,4960,4840,5200,5120,4560,5000,5000,5080,5160,5040,5240,5560,5160,4880,4880,5520,5280,5080,4960,4880,4880,4920,33560,32600,
42,42,L,4600,4840,4960,12320,4720,4840,4880,9080,5040,5000,4920,4920,5240,5280,5080,4840,4760,4560,5600,4240,4720,4800,35280,34800,
43,43,M,4920,4960,5080,5040,4840,5400,5360,5000,5240,4720,5240,4960,5120,5160,5080,5040,5000,5040,4600,4800,5200,5040,33200,33120,
44,44,N,4720,4680,5120,4800,4520,4640,5000,5040,4720,5360,4800,4920,5600,5240,5040,5200,4840,5280,4880,4760,4960,4640,33800,32320,
