,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.51,21.69,21.91,43.4,43.6,22.36,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,4,28,47,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,616,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,15440,15600,14720,15080,15600,15520,22520,14960,14800,15400,14640,15080,15200,15400,14920,15440,14880,15040,14920,15560,13960,14920,7040,56440,,,,,,,,,,,
B,15080,14640,15840,14720,14760,14400,15000,14720,15160,14400,15600,14760,15040,14120,15360,14160,15480,14760,14800,14120,14600,13920,6880,56800,,,,,,,,,,,
C,14680,15400,14640,15400,14840,15200,14240,14840,14640,13280,15160,14840,14600,15320,14800,14640,14840,14880,14560,14720,14200,14080,7280,57720,,,,,,,,,,,
D,15480,14440,14720,14600,14880,14360,15120,14040,14960,14600,14520,14960,14320,14960,15520,14640,14600,14600,15200,13680,14440,14600,7560,53680,,,,,,,,,,,
E,14160,14800,15040,14360,14640,15080,14920,15080,14360,15000,14720,14680,14600,14720,14520,14920,14520,14080,14680,15200,13200,14280,7120,56280,,,,,,,,,,,
F,14880,14320,14040,14000,15600,14760,15320,14640,15080,14480,14760,14280,14400,14320,15640,14280,14480,13440,15200,14320,14000,14160,7920,53240,,,,,,,,,,,
G,13840,14080,14160,14920,14720,14440,14960,15320,14560,14800,14520,15440,14800,14000,13960,14640,14480,14720,13640,14080,13360,13960,7200,55840,,,,,,,,,,,
H,15000,13360,14480,14120,14480,14240,15520,13920,14640,14120,14280,13640,14640,14240,14880,14080,14800,13440,14360,15320,14200,13760,6400,56360,,,,,,,,,,,
I,14600,15120,14640,14560,14560,15040,14800,14640,14760,15160,14480,14040,14040,15040,14040,15200,13960,14200,14120,15120,14400,13680,6640,55480,,,,,,,,,,,
J,14760,14200,14240,14000,14360,13960,14400,14160,14600,14760,14840,14120,14880,14040,14800,13720,13920,14040,14440,13560,14600,13520,6880,55320,,,,,,,,,,,
K,14720,14680,14320,15120,14200,14960,13640,14600,13960,14520,13720,14680,14000,14520,14520,13800,14120,14520,13720,14880,13800,14280,7360,52800,,,,,,,,,,,
L,14760,14560,14680,14000,14640,14160,14360,13400,13720,14080,15120,14840,14800,14520,14480,14560,14880,13880,14520,14160,14240,13440,6720,54640,,,,,,,,,,,
M,14320,14600,14840,14240,13840,14120,14400,14920,13840,14600,14520,15200,13920,14120,14480,14640,13960,14120,14000,15000,13560,23280,6440,54200,,,,,,,,,,,
N,14080,14080,14800,13800,14480,14360,14160,13720,15040,14240,14280,13800,14680,14080,15080,12080,14560,13840,14360,13160,14640,13240,6680,55560,,,,,,,,,,,
O,13800,14000,13280,15320,14320,14360,14320,14440,14400,13760,13920,14080,13640,13320,13920,14560,13520,13720,13880,13280,14400,14360,6480,60280,,,,,,,,,,,
