,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.51,21.78,21.71,43.7,43.4,22.07,22.19,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,4,51,58,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,140,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,9600,9240,9880,10040,65720,8438440,59520,10240,9400,9480,9320,9800,9000,9400,9080,8880,8880,9600,9320,9360,8720,9720,2080,63120,,,,,,,,,,,
B,10320,9520,9680,9480,39240,51120,10680,9560,9520,9480,9400,8840,9920,9200,10600,8920,9480,8800,9440,9440,9560,9600,1840,52200,,,,,,,,,,,
C,9240,9400,9280,10040,9680,9760,9600,10000,9160,9840,17320,9760,9440,9960,9080,9800,9160,9480,8920,10120,9400,9160,2000,58200,,,,,,,,,,,
D,10080,9200,9320,9480,9880,8720,10120,9440,9400,9400,9880,9560,9960,9840,9560,9280,9560,9240,9600,9280,9160,9240,1920,50040,,,,,,,,,,,
E,9880,9640,9600,9680,9120,9800,9760,9560,9640,9400,9480,9360,8560,9320,9320,9960,8960,9600,9320,9240,8920,9200,2040,58040,,,,,,,,,,,
F,9400,9040,9440,8840,9520,9360,9560,9000,9680,9200,8960,8680,9480,8800,9320,9040,9160,9240,9720,8880,10200,8080,1960,54160,,,,,,,,,,,
G,9600,9960,9000,9520,9200,9880,9080,9440,8920,9120,9000,9480,9200,9440,8600,9440,9160,9880,8760,9600,9080,9560,2080,59600,,,,,,,,,,,
H,10120,9440,9600,8760,9240,8400,8960,9160,8920,9360,9080,8680,9120,8800,9680,9160,9480,9000,9480,9000,9160,8400,1800,53800,,,,,,,,,,,
I,8840,9600,9040,8960,9320,9760,9160,9080,9320,8880,9360,9520,8920,8880,9320,9320,9680,9640,9320,8960,8520,9360,1680,63320,,,,,,,,,,,
J,8520,9000,9800,9320,9480,8800,9240,8840,9200,9120,9480,8800,9440,9200,9200,9400,9480,8320,10160,8640,8840,8800,1880,53520,,,,,,,,,,,
K,9000,9960,9360,9560,9040,9840,9000,9240,9520,8760,9160,9560,9040,9800,8640,9640,9200,9480,9400,9320,9520,9360,2160,61960,,,,,,,,,,,
L,9600,8720,9640,8960,9400,9120,9800,8640,10080,8920,9200,9280,9200,8560,9040,8960,9560,9000,9200,9080,9240,8800,2080,57680,,,,,,,,,,,
M,9360,9160,8880,9000,9800,9440,9520,9440,8800,9000,8760,8760,8920,9160,8800,9280,9080,9480,9320,9680,8920,9640,1800,60240,,,,,,,,,,,
N,8840,8720,9240,8760,9640,9800,8800,8720,9400,8720,8800,8800,9800,8760,9920,9080,9040,9160,9200,8960,9600,9280,1720,54520,,,,,,,,,,,
O,8880,9520,8880,9360,8960,8280,8680,9320,8840,9080,9320,9320,8920,9080,9200,9360,9080,8760,8680,9720,8640,9680,1960,66320,,,,,,,,,,,
