,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.51,22.08,22,43.4,43.4,22.26,22.48,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,4,30,48,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,560,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,13960,13680,13960,14760,14200,14280,14520,14320,13800,14440,14000,14040,14920,13600,13520,14160,13240,14480,13760,14040,14160,14160,53120,51280,,,,,,,,,,,
B,13840,13760,14240,13520,14440,13920,14280,13440,13920,14120,13920,13600,14120,12920,13640,13920,14240,13960,14880,13320,13240,13840,119720,47960,,,,,,,,,,,
C,13920,13880,13840,14080,13720,14480,13640,14760,14480,14040,14480,14040,13840,14480,13560,13640,14040,14200,13960,14040,13880,13440,125800,48920,,,,,,,,,,,
D,14920,14120,14600,13520,14520,14040,14480,13720,14120,13040,14600,14160,13920,13560,14320,12840,14240,12440,13720,13960,13840,14280,109360,45320,,,,,,,,,,,
E,14080,14280,13280,14200,13640,13520,13760,14720,13280,14080,15240,13560,13480,14560,13520,13440,13880,13560,13680,13680,14000,14000,103120,51720,,,,,,,,,,,
F,13920,13040,14240,13560,13720,14240,14040,13600,13640,14000,13880,13520,14280,13680,14000,13600,13640,13560,13960,12640,12720,13960,91840,48800,,,,,,,,,,,
G,13000,13440,13680,14600,14120,13920,13440,14280,12920,13840,14120,13640,14080,13760,14000,14200,13440,13840,12880,13400,13360,14400,87320,55800,,,,,,,,,,,
H,13400,13600,13960,13800,14200,13560,14240,13160,15040,13280,13760,13320,13640,14040,14400,13440,13520,13520,13720,13280,14000,13720,91360,54200,,,,,,,,,,,
I,13120,14280,13560,14520,12520,13840,13720,14320,13600,14880,14240,14040,13400,13960,13600,13880,12920,13920,13720,13920,13560,13760,82040,53800,,,,,,,,,,,
J,13240,13360,13920,12520,14040,13120,14000,13600,23240,13680,13960,13480,14520,13280,13440,13840,13760,13040,13880,13080,13240,13360,56680,48800,,,,,,,,,,,
K,12960,13280,13120,13680,13320,14520,13880,13360,13040,13600,12920,13680,13080,13920,13720,13800,13600,14000,12880,13320,12840,13560,19160,53120,,,,,,,,,,,
L,13800,12440,13320,13280,12960,12440,13320,12440,14040,13760,14200,13000,13600,12840,13680,13120,14000,13440,13480,12760,13440,12720,15040,49680,,,,,,,,,,,
M,12200,13600,12240,13920,13080,13240,13720,13400,13800,13520,11120,13880,14000,13920,13240,13920,13120,13000,12800,13560,12360,13080,15960,53480,,,,,,,,,,,
N,13560,12360,13040,13600,12320,12840,13200,13200,13400,12880,13840,12120,13320,12960,13760,13280,13080,13080,13720,13120,12720,13240,18560,47600,,,,,,,,,,,
O,12600,12240,11920,12640,12840,13160,12960,13400,12400,12720,12080,12640,12920,14200,13360,12960,12960,13040,12640,13360,13480,13400,42240,61000,,,,,,,,,,,
