,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Plate,information,Unnamed,Unnamed: 19,2,Unnamed.1,Unnamed: 22,3,Unnamed.2,Unnamed: 25,4,Unnamed.3,Unnamed: 28,5,Unnamed.4,Unnamed: 31,6,Unnamed.5,Unnamed: 34,7,Unnamed.6,Unnamed: 37,8,Unnamed.7,Unnamed: 40,9,Unnamed.8,Unnamed: 43,10,Unnamed.9,Unnamed: 46,11,Unnamed.10,Unnamed: 49,12,Unnamed.11,Unnamed: 52,13,Unnamed.12,Unnamed: 55,14,Unnamed.13,Unnamed: 58,15,Unnamed.14,Unnamed: 61,16,Unnamed.15,Unnamed: 64,17,Unnamed.16,Unnamed: 67,18,Unnamed.17,Unnamed: 70,19,Unnamed.18,Unnamed: 73,20,Unnamed.19,Unnamed: 76,21,Unnamed.20,Unnamed: 79,22,Unnamed.21,Unnamed: 82,23,Unnamed.22,Unnamed: 85,24,Unnamed.23,Unnamed: 88,25,Unnamed.24,Unnamed: 91,26
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,14.41,22.28,22,45.3,44.8,22.36,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/31/2023,12,16,11,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Pingping,US,LUM,384,(cps),0,12,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,A,0.11579806581183706,0.3874056939746233,1.187933440138625,0.31521524543661955,-0.24443941996196364,-0.14151442402659203,0.9985228573408925,0.5110586404803129,-0.3144855977513138,-0.21441962948081356,-0.14008491019415628,-0.22371146939164574,-0.16724567301043494,-0.1951211927429314,-0.2058425464861993,-0.2508722322079244,-0.23443282313491362,-0.2058425464861993,-0.21370487256459572,-0.22585574014029935,-0.42241389210021046,-0.27588872427554945,-0.4267024335975176,4.49368417764622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,B,-0.05074029566692396,-0.009999151442506052,-0.042163212672309686,-0.062176406326409736,-0.027153317431734644,0.6218459624940809,-0.00428109611276314,-0.15723907618338492,-0.23300330930247792,-0.19869497732402067,-0.283036293437728,-0.207272060318635,-0.21656390022946717,-0.20798681723485285,-0.17939654058613852,-0.19655070657536713,-0.207272060318635,-0.22514098322408144,-0.24658369071061725,-0.23443282313491362,-0.30662327167291736,-0.28803959185125305,-0.43527951659213193,4.015511800696474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,C,-0.08361911381294548,-0.00428109611276314,-0.3294954929918888,-0.038589428091220374,-0.033586129677695364,-0.020005748269556076,-0.11292414737787766,-0.08790765531025264,-0.14794723627255274,-0.126504528786017,-0.1758227560050492,-0.3452201451486817,-0.2487279614592708,-0.1886883804969707,-0.19940973424023858,3.848258682301494,-0.07718630156698472,-0.17868178366992069,-0.19226216507805996,-0.21013108798350646,-0.2508722322079244,-0.21013108798350646,-0.42527291976508186,6.511442952129235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,D,-0.13722588252928486,-0.11363890429409551,-0.3352135483216317,-0.12436025803736339,-0.19798022040780283,-0.11721268887518482,-0.126504528786017,-0.1886883804969707,-0.16653091609421705,-0.21156060181594216,-0.2608788290349744,-0.24658369071061725,-0.29518716101343156,-0.2158491433132493,-0.22871476780517075,-0.2094163310672886,-0.18940313741318857,-0.22728525397273505,-0.27231493969446013,-0.2501574752917065,-0.2615935859511923,-0.27660348119176725,-0.4109777814407247,4.161322211604916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,E,-0.19083265124562426,-0.1550948054347313,-0.13079307028332415,-0.14651772244011704,-0.15295053468607775,-0.17367848525639568,-0.17224897142395992,-0.23943612154843863,-0.1915474081618421,-0.2351475800511315,-0.2665968843647173,-0.21870817097812073,-0.18725886666453495,-0.3373578190702853,0.0507551864360119,-0.1836850820834457,-0.19798022040780283,-0.2301442816376065,-0.3666628526352175,-0.23729185079978507,-0.20512778956998146,-0.23586233696734932,-0.4281319474299533,5.4743306666971225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,F,-0.1743932421726135,-0.1758227560050492,-0.21156060181594216,-0.32592170841079954,-0.29804618867830307,-0.207272060318635,-0.21227535873216002,-0.258019801370103,-0.22871476780517075,-0.24300990612952794,-0.2265704970565172,-0.29661667484586735,-0.24801320454305295,0.07791594925229056,-0.2194229278943386,-0.2058425464861993,-0.25301650295657796,-0.258019801370103,-0.3051937578404816,-0.29518716101343156,-0.2744592104431137,-0.27588872427554945,-0.4109777814407247,4.0405282927640975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
