,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Plate,information,Unnamed,Unnamed: 19,2,Unnamed.1,Unnamed: 22,3,Unnamed.2,Unnamed: 25,4,Unnamed.3,Unnamed: 28,5,Unnamed.4,Unnamed: 31,6,Unnamed.5,Unnamed: 34,7,Unnamed.6,Unnamed: 37,8,Unnamed.7,Unnamed: 40,9,Unnamed.8,Unnamed: 43,10,Unnamed.9,Unnamed: 46,11,Unnamed.10,Unnamed: 49,12,Unnamed.11,Unnamed: 52,13,Unnamed.12,Unnamed: 55,14,Unnamed.13,Unnamed: 58,15,Unnamed.14,Unnamed: 61,16,Unnamed.15,Unnamed: 64,17,Unnamed.16,Unnamed: 67,18,Unnamed.17,Unnamed: 70,19,Unnamed.18,Unnamed: 73,20,Unnamed.19,Unnamed: 76,21,Unnamed.20,Unnamed: 79,22,Unnamed.21,Unnamed: 82,23,Unnamed.22,Unnamed: 85,24,Unnamed.23,Unnamed: 88,25,Unnamed.24,Unnamed: 91,26
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,14.37,21.49,21.91,45.6,45.9,22.07,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/31/2023,12,30,21,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,A,-0.2118015238471865,-0.23808315252830928,-0.18469859426977864,-0.21590802832861197,-0.17894948799578306,-0.25943697583172154,-0.20769501936576107,-0.2142654265360418,-0.22740624087660316,-0.3522439771119364,-0.20851632026204614,-0.234797948943169,-0.2142654265360418,-0.09271289388584884,-0.19209030233634442,-0.24465355969859,-0.22904884266917333,-0.20358851488433566,-0.21098022295090144,-0.22494233818774792,-0.2101589220546163,-0.2323340462543137,-0.4828308196212653,4.392411300727013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,B,-0.22001453281003738,-0.20440981578062073,-0.20358851488433566,-0.25943697583172154,-0.1797707888920681,-0.20276721398805053,-0.24876006418001548,-0.20933762115833127,-0.36784869414135307,-0.23397664804688387,-0.19783940861034002,-0.42123325239988374,-0.20358851488433566,-0.2750416928611382,-0.18962639964748917,-0.2816121000314189,-0.2183719310174672,-0.19209030233634442,-0.2323340462543137,-0.2569730731428663,-0.22329973639517775,-0.2791481973425637,-0.4820095187249802,4.5928087194205744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,C,-0.22740624087660316,-0.19209030233634442,-0.17484298351435756,-0.21755063012118214,-0.2331553471505988,-0.17073647903293215,-0.2118015238471865,-0.18716249695863388,-0.20933762115833127,-0.15841696558865584,-0.19044770054377425,-0.2142654265360418,-0.1493826557295199,-0.24136835611344964,-0.18059208978835323,-0.18880509875120405,-0.2060524175731909,-0.20933762115833127,-0.2331553471505988,-0.2610795776242918,-0.23726185163202423,-0.2191932319137523,-0.47790301424355475,5.080661451813916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,D,-0.24383225880230494,-0.19866070950662512,-0.19866070950662512,-0.19783940861034002,-0.15595306289980057,-0.1855198951660637,-0.18387729337349354,-0.2208358337063225,-0.20851632026204614,-0.187983797854919,-0.21098022295090144,-0.17648558530692776,-0.22247843549889262,-0.22329973639517775,-0.1797707888920681,-0.18223469158092334,-0.29064640989055485,-0.3037872242311163,-0.3497800744230812,-0.23561924983945404,-0.2610795776242918,-0.23972575432087948,-0.4565491909401425,7.242325410836266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,E,-0.21672932922489704,-0.22001453281003738,-0.2282275417728883,-0.21755063012118214,-0.18880509875120405,-0.24054705521716457,-0.1994820104029102,-0.187983797854919,-0.19126900144005934,-0.20112461219548036,-0.22001453281003738,-0.19701810771405495,-0.21755063012118214,-0.2060524175731909,-0.17073647903293215,-0.17894948799578306,-0.19619680681776983,-0.2282275417728883,-0.21672932922489704,-0.2126228247434716,-0.17237908082550232,-0.22740624087660316,-0.4721539079695592,4.7242168628261885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,F,-0.21508672743232685,-0.20112461219548036,-0.16088086827751108,-0.225763639084033,-0.20687371846947603,-0.20440981578062073,-0.21590802832861197,-0.21590802832861197,-0.19783940861034002,-0.19373290412891458,-0.16498737275893657,-0.18880509875120405,-0.18059208978835323,-0.33253275560109435,-0.2019459130917655,-0.1551317620035155,-0.14034834587038394,-0.22329973639517775,-0.28571860451284437,-0.21590802832861197,-0.2577943740391514,-0.21098022295090144,-0.4721539079695592,5.868289011351314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,G,-0.2265849399803181,-0.2019459130917655,-0.20769501936576107,-0.1855198951660637,-0.19044770054377425,-0.20851632026204614,-0.2183719310174672,-0.22329973639517775,-0.4622982972141382,-0.24629616149116018,-0.19373290412891458,-0.1855198951660637,-0.1617021691737962,0.0354100459346247,-0.14774005393694972,-0.2101589220546163,-0.25286656866144086,-0.20851632026204614,-0.22494233818774792,-0.22904884266917333,-0.28982510899426983,-0.2241210372914628,-0.4770817133472697,5.736059567049415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,H,-0.23151274535802863,-0.20769501936576107,-0.21672932922489704,-0.1945542050251997,-0.46722610259184866,-0.20440981578062073,-0.17894948799578306,-0.19291160323262954,-0.2454748605948751,-0.26847128569085754,-0.18634119606234884,-0.16416607186265145,-0.4466935801847215,-0.2454748605948751,-0.26190087852057686,-0.20030331129919532,-0.3333540564973794,-0.24958136507630052,-0.22494233818774792,-0.20523111667690583,-0.27011388748342774,-0.310357631401397,-0.48447342141383554,4.477826593940661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,I,-0.2183719310174672,-0.22247843549889262,-0.19209030233634442,-0.2660073830020023,-0.18962639964748917,0.046086957586330884,-0.058218256241875224,-0.1732003817217874,-0.18387729337349354,-0.18962639964748917,-0.16662997455150674,-0.16991517813664705,-0.1354205404926734,-0.16745127544779181,-0.18223469158092334,-0.31282153409025226,-0.20030331129919532,-0.21508672743232685,-0.187983797854919,-0.21098022295090144,-0.20933762115833127,0.18817201264365097,-0.4836521205175504,4.211725103544294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,J,-0.1814133906846383,-0.17402168261807252,-0.18716249695863388,-0.18305599247720847,-0.19126900144005934,-0.2060524175731909,-0.2191932319137523,-0.1617021691737962,-0.23561924983945404,-0.19291160323262954,-0.26190087852057686,-0.2191932319137523,-0.16662997455150674,-0.27011388748342774,-0.2972168170608356,-0.1756642844106427,-0.1797707888920681,-0.15595306289980057,-0.20523111667690583,-0.20523111667690583,-0.19866070950662512,-0.23151274535802863,-0.489401226791546,3.8027172571943195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,K,-0.16416607186265145,-0.16909387724036198,-0.20440981578062073,-0.1732003817217874,-0.13624184138895848,0.37378601520408067,-0.15677436379608567,-0.21344412563975668,-0.18469859426977864,-0.3046085251274014,-0.1945542050251997,-0.20523111667690583,-0.28407600272027417,-0.17402168261807252,-0.11981582346325675,-0.18880509875120405,-0.2660073830020023,-0.282433400927704,-0.22987014356545846,-0.1945542050251997,-0.17073647903293215,-0.21590802832861197,-0.4820095187249802,4.161625748870904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,L,-0.16252347007008128,-0.1617021691737962,-0.14116964676666902,-0.1732003817217874,-0.187983797854919,-0.2142654265360418,-0.2627221794168619,-0.1732003817217874,-0.22001453281003738,-0.19701810771405495,-0.14116964676666902,-0.18880509875120405,-0.33910316277137503,-0.19701810771405495,-0.18716249695863388,-0.2610795776242918,-0.2791481973425637,-0.20933762115833127,-0.1756642844106427,-0.19044770054377425,-0.19701810771405495,-0.22904884266917333,-0.4861160232064057,3.8692426297934124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,M,-0.16745127544779181,0.2522334825538877,-0.16745127544779181,-0.16252347007008128,-0.21672932922489704,-0.21755063012118214,-0.16991517813664705,-0.1419909476629541,-0.2766842946537084,-0.17237908082550232,-0.18469859426977864,-0.16745127544779181,-0.13131403601124794,-0.1945542050251997,-0.12063712435954181,-0.3333540564973794,-0.23972575432087948,-0.21508672743232685,-0.19044770054377425,-0.2454748605948751,-0.20769501936576107,-0.2799694982388488,-0.48118821782869514,4.509036027999495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,N,-0.07218037147872171,-0.1510252575220901,-0.15266785931466026,-0.20769501936576107,-0.14116964676666902,-0.1945542050251997,-0.16088086827751108,-0.1994820104029102,-0.15595306289980057,-0.1288501333223927,-0.12638623063353746,-0.19044770054377425,-0.2019459130917655,-0.19701810771405495,-0.19619680681776983,-0.2118015238471865,-0.3029659233348312,-0.19291160323262954,-0.22904884266917333,-0.22001453281003738,-0.24218965700973477,-0.24383225880230494,-0.4861160232064057,3.410956729666333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,O,-0.17730688620321286,-0.10503240733012516,-0.08532118581928308,-0.18962639964748917,-0.12638623063353746,-0.09928330105612956,-0.16991517813664705,-0.22904884266917333,-0.14034834587038394,-0.12556492973725236,-0.09517679657470414,-0.16088086827751108,-0.17402168261807252,-0.26847128569085754,-0.16334477096636638,-0.19783940861034002,-0.17237908082550232,-0.2019459130917655,-0.19866070950662512,-0.19866070950662512,-0.16252347007008128,-0.1814133906846383,-0.4877586249989759,3.484052509435706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,P,-0.08942769030070849,-0.09435549567841903,-0.075465575063862,-0.21508672743232685,0.1191827373557036,-0.09764069926355938,-0.10503240733012516,-0.075465575063862,-0.11078151360412081,-0.36620609234878293,0.0649768782008879,-0.11242411539669098,-0.14445485035180936,-0.25286656866144086,0.3614665017598044,-0.17894948799578306,-0.05164784907159451,-0.16580867365522162,-0.12967143421867777,-0.187983797854919,2.778555039526816,-0.16416607186265145,-0.47790301424355475,4.328349830816776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,Assay,ID,,,,,,2987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,Assay,Started,,,,,,8/31/2023,12,28,49,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
