,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Plate,information,Unnamed,Unnamed: 19,2,Unnamed.1,Unnamed: 22,3,Unnamed.2,Unnamed: 25,4,Unnamed.3,Unnamed: 28,5,Unnamed.4,Unnamed: 31,6,Unnamed.5,Unnamed: 34,7,Unnamed.6,Unnamed: 37,8,Unnamed.7,Unnamed: 40,9,Unnamed.8,Unnamed: 43,10,Unnamed.9,Unnamed: 46,11,Unnamed.10,Unnamed: 49,12,Unnamed.11,Unnamed: 52,13,Unnamed.12,Unnamed: 55,14,Unnamed.13,Unnamed: 58,15,Unnamed.14,Unnamed: 61,16,Unnamed.15,Unnamed: 64,17,Unnamed.16,Unnamed: 67,18,Unnamed.17,Unnamed: 70,19,Unnamed.18,Unnamed: 73,20,Unnamed.19,Unnamed: 76,21,Unnamed.20,Unnamed: 79,22,Unnamed.21,Unnamed: 82,23,Unnamed.22,Unnamed: 85,24,Unnamed.23,Unnamed: 88,25,Unnamed.24,Unnamed: 91,26
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,14.37,21.88,22.1,45,43.6,22.26,21.89,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/31/2023,12,25,53,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Pingping,US,LUM,384,(cps),0,16,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,A,0.05405664448785826,0.4186962038810921,1.5568136165327002,-0.07209391015070996,0.21335624998035685,0.011699523952280626,-0.15772895819003005,-0.08130197983235736,-0.09051004951400464,-0.044469701105768,-0.11445103068628766,-0.19732365782111355,-0.05183615685108589,-0.16233299303085374,0.1019386068324243,-0.06196503350089798,-0.13378797701774703,-0.29400838947841035,-0.25625530378365635,-0.13102555611325284,-0.3234742124596818,-0.2120565693117492,-0.5776169356731478,5.542986981717824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,B,-0.12273829339977024,0.7354538009297599,0.1746823573174381,-0.08958924254583989,-0.11721345159078185,-0.2313935156432086,-0.17062025574433629,-0.1641746069671832,-0.185353167234972,-0.17062025574433629,-0.23047270867504385,-0.20284849963010193,-0.13010474914508807,0.2649214401975818,-0.09879731222748724,-0.185353167234972,-0.22126463899339657,-0.14944169547654745,-0.5877458123229597,-0.4220005580533081,-0.2019276926619372,-0.4487039601300853,-0.5582799893416884,7.562316662903081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,C,-0.08958924254583989,-0.05920261259640378,-0.07946036589602785,0.7805733423698317,-0.10524296100464037,-0.13010474914508807,-0.3004540382555635,-0.2599385316563153,-0.1724618696806658,-0.17430348361699521,-0.25165126894283274,-0.20008607872560774,-0.18995720207579564,-0.14575846760388858,-0.22678948080238495,-0.2102149553754198,-0.1328671700495823,-0.18995720207579564,-0.147600081540218,-0.21481899021624343,-0.19179881601212515,-0.2102149553754198,-0.5831417774821361,4.410394410875203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,D,-0.13378797701774703,0.6369274553361335,-0.21389818324807872,-0.18443236026680726,-0.20929414840725502,-0.25533449681549164,-0.24612642713384433,-0.19179881601212515,-0.2203438320252318,-0.07577713802336897,-0.24336400622935014,-0.236918357452197,-0.16233299303085374,-0.147600081540218,-0.20100688569377242,-0.28848354766942197,-0.21389818324807872,-0.2599385316563153,-0.2396807783566912,-0.24888884803833852,-0.22218544596156126,-0.25809691771998583,-0.5831417774821361,4.016289028500699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,E,-0.13378797701774703,-0.13378797701774703,0.9684179638754368,-0.11076780281362876,-0.2396807783566912,-0.2313935156432086,-0.17614509755332466,-0.5159228688061107,-0.17614509755332466,-0.22955190170687914,-0.20100688569377242,-0.1936404299484546,-0.23507674351586755,-0.23783916442036174,-0.20929414840725502,-0.25441368984732693,-0.223106252929726,-0.38240585842222463,-0.2829587058604336,-0.2203438320252318,-0.21573979718440817,-0.2627009525608095,-0.5859041983866303,4.345017116135508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,F,-0.16233299303085374,-0.1586497651581948,-0.1724618696806658,-0.22955190170687914,-0.1825907463304778,-0.18351155329864258,-0.2627009525608095,-0.14944169547654745,-0.3170285636825287,0.2446636868979577,0.4260626596264099,-0.3068996870327166,-0.22402705989789076,-0.21113576234358453,-0.19640285085294878,-0.14944169547654745,-0.3759602096450715,-0.2783546710196099,-0.24244319926118538,-0.004875001474684552,-0.18995720207579564,-0.250730461974668,-0.5831417774821361,5.0254934656092445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
