,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Plate,information,Unnamed,Unnamed: 19,2,Unnamed.1,Unnamed: 22,3,Unnamed.2,Unnamed: 25,4,Unnamed.3,Unnamed: 28,5,Unnamed.4,Unnamed: 31,6,Unnamed.5,Unnamed: 34,7,Unnamed.6,Unnamed: 37,8,Unnamed.7,Unnamed: 40,9,Unnamed.8,Unnamed: 43,10,Unnamed.9,Unnamed: 46,11,Unnamed.10,Unnamed: 49,12,Unnamed.11,Unnamed: 52,13,Unnamed.12,Unnamed: 55,14,Unnamed.13,Unnamed: 58,15,Unnamed.14,Unnamed: 61,16,Unnamed.15,Unnamed: 64,17,Unnamed.16,Unnamed: 67,18,Unnamed.17,Unnamed: 70,19,Unnamed.18,Unnamed: 73,20,Unnamed.19,Unnamed: 76,21,Unnamed.20,Unnamed: 79,22,Unnamed.21,Unnamed: 82,23,Unnamed.22,Unnamed: 85,24,Unnamed.23,Unnamed: 88,25,Unnamed.24,Unnamed: 91,26
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,,14.41,22.57,22.69,43.7,43.7,23.05,22.68,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/31/2023,12,21,33,PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,1,Pingping,US,LUM,384,(cps),0,24,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,A,-0.18001979204185548,-0.11224358337546045,-0.18580556595240136,-0.23043867897661272,-0.14695822683873597,-0.22547944419614477,-0.5147681397234405,-0.20894866159458503,-0.35028685283792094,-0.2387040702773926,-0.2453163833180165,-0.27093909635043406,-0.3048272006836316,-0.26845947896020017,-0.32053144415511337,-0.2725921746105901,-0.03702852253836362,-0.36847071369963663,-0.3122660528543335,-0.2643267833098102,-0.2990414267730857,-0.30895989633402154,-0.5164212179835964,4.42215008423238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,B,-0.1114170442453825,-0.19489749638325926,-0.18663210508247938,0.37624104250063023,-0.22547944419614477,-0.2568879311391083,-0.23457137462700267,-0.21390789637505297,-0.22134674854575484,-0.19655057464341522,-0.3767361050004165,-0.22961213984653472,-0.26928601809027813,0.14481008607879373,-0.24201022679770454,-0.19324441812310328,-0.28251064417152594,-0.27093909635043406,-0.29986796590316367,-0.29986796590316367,-0.34284800066721904,-0.3387153050168291,-0.5412173918859361,3.789021110592641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,C,-0.16596862683052968,-0.08000855730241896,-0.1114170442453825,-0.1014985746844466,-0.3197049050250354,-0.20894866159458503,-0.23126521810669068,-0.2932556528625398,-0.23622445288715863,-0.275898331130902,-0.1907648007328693,0.017523060046783574,-0.24862253983832844,-0.25275523548871837,-0.21308135724497496,-0.30648027894378754,-0.35855224413870085,-0.26928601809027813,-0.2626737050496542,-0.2353979137570806,-0.278377948521136,-0.24035714853754855,-0.5304723831949223,4.090707893071106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,D,-0.1841524876922454,-0.13208052249733218,-0.11885589641608436,-0.20233634855396113,-0.25523485287895237,0.3704552685900844,0.04397231220927921,-0.27093909635043406,-0.4081445919433801,-0.26845947896020017,-0.208122122464507,0.1514223991194176,-0.208122122464507,-0.2180405920254429,-0.2453163833180165,-0.19324441812310328,-0.22134674854575484,-0.1172028181559284,-0.30730681807386556,-0.2949087311226958,-0.3139191311144895,-0.277551409391058,-0.5329520005851562,4.153524866957034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,E,-0.19407095725318124,-0.1510909224891259,-0.13373360075748814,-0.1568766963996718,0.43492532073616735,-0.17010132248091964,-0.21886713115552087,-0.23043867897661272,-0.25275523548871837,-0.2560613920090303,-0.20398942681411708,0.28862789471236355,-0.19820365290357117,-0.20977520072466305,-0.28581680069183785,-0.2841637224316819,0.07786041654247672,-0.2577144702691863,-0.26597986156996617,-0.23374483549692465,-0.28251064417152594,-0.2932556528625398,-0.5197273745039084,4.601509075459303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,F,-0.19159133986294727,-0.19737711377349323,-0.14530514857857996,-0.19159133986294727,-0.20646904420435105,-0.25523485287895237,-0.26019408765942026,-0.27093909635043406,-0.19655057464341522,-0.27672487026098,-0.2163875137652869,-0.4660023310488392,-0.26597986156996617,-0.2742452528707461,0.20101474692409682,-0.2593675485293423,-0.09158010512351077,-0.26597986156996617,-0.2610206267894982,-0.3114395137242555,-0.3263172180656593,-0.3998792006426002,-0.44037961801642156,4.399006988590196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,G,-0.17340747900123155,-0.1378662964078781,-0.09653933990397871,-0.09240664425358877,-0.20646904420435105,-0.280031026781292,-0.23043867897661272,-0.1891117224727133,-0.22795906158637874,-0.24035714853754855,-0.20398942681411708,-0.25440831374887435,-0.20977520072466305,-0.2626737050496542,-0.26597986156996617,-0.32962337458597124,0.1415039295584818,-0.23953060940747056,-0.26597986156996617,-0.26184716591957624,-0.28499026156175994,-0.33788876588675115,-0.5312989223250002,4.18823951042031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,H,-0.12464167032663026,-0.1808463311719334,-0.20646904420435105,0.15886125129011955,-0.1808463311719334,0.3638429555494604,-0.21390789637505297,-0.2436633050578605,-0.279204487651214,-0.24944907896840646,0.25639286863932204,-0.2172140528953649,-0.3329295311062832,-0.16266247031021772,-0.5255131484144543,-0.34284800066721904,-0.2635002441797322,-0.28829641808207185,-0.15439707900943783,-0.5279927658046882,-0.29160257460238376,-0.417236522374238,-0.5031965919023487,4.094840588721496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
