,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""=""""""""""",14.41,22.18,22.2,42.9,43.1,22.46,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,8/30/2023,2,21,20,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,20,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,53960,15640,26120,27880,14640,15680,16120,28880,20480,14800,12240,14200,15680,53360,14320,14440,32960,14920,33120,8280,16840,15400,1400,200000,,,,,,,,,,,,
6,38160,31560,30680,16200,48480,14480,36000,17680,36920,22240,15800,16080,24520,12440,16400,14200,15360,18960,16280,13960,15600,14600,1800,201880,,,,,,,,,,,,
7,18680,15440,29320,17760,27760,16440,21360,26240,44720,18680,17160,17240,18520,15920,40960,15800,11040,15160,15200,22800,18720,22000,1680,210280,,,,,,,,,,,,
8,21360,17760,17440,16240,16000,16720,18880,17080,17560,11600,16560,16960,16640,17280,18200,18360,16880,24800,30240,23000,14560,10520,1720,208240,,,,,,,,,,,,
9,21480,17000,17600,17240,16600,16160,33840,27040,17440,16000,18800,17080,17680,21280,18760,13760,19520,16880,31640,35680,27560,36280,1760,203160,,,,,,,,,,,,
10,23800,18400,12080,11120,15760,16880,17440,10000,15640,17040,18040,17320,16040,16840,9280,15720,19160,12280,15280,16520,20040,15120,1760,220600,,,,,,,,,,,,
11,19360,14960,18720,14680,17280,16720,17720,14520,25680,14960,17400,31840,17760,21840,18280,18040,16880,14560,15600,8160,34120,15920,1720,267000,,,,,,,,,,,,
