,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.98,22,41.7,41.4,22.85,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,25,07,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,156,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.30186576258466646,-0.04624018390043673,-0.11729969285816841,-0.1042511547088505,-0.3996511930530496,-0.12736121625041363,-0.21901540590164742,-0.10189298516379294,-0.6997675704873637,-0.1165136363431493,-0.05865987683773925,-0.07878292362222969,0.019159718149157148,-0.2977782687065669,-0.055830073383670284,0.09933748268111123,-0.04608297259743288,0.018688084240145612,-0.02328733366187732,0.016487125998092027,-0.3241897676112105,-0.024702235388911677,-1.2215518851570801,2.2947933291296163,,,,,,,,,,,
8,8,B,-0.03382049096313395,-0.003950343392406105,-0.15078570039798456,-0.09560453304363964,-0.13412130227957847,0.011141941695961789,0.05547552914304215,-0.05347190383861286,-0.0036359207863984147,-0.08664348877242145,-0.31805852679406116,-0.11336941028307265,-0.1361650492186282,-0.12956217449246735,-0.14889916476193854,-0.1720092263035018,-0.3117700746739079,-0.01935705108678144,-0.14622657261087343,-0.11368383288908034,-0.21445627811453627,-0.14198186742976998,-1.190895681071333,6.003093544383991,,,,,,,,,,,
9,9,C,0.02041740857318791,-0.0033214981803907236,-0.5565480734508733,-0.0902593487415094,-0.04844114214249031,-0.13066265361349413,-0.06007477856477386,0.026548649390337124,-0.14528330479285048,-0.10991076161698843,0.0855028880167741,-0.2782840671340918,-0.17562508627258988,0.0422697796907204,-0.17483902975757076,-0.27356772804397683,0.13015089806986213,-0.1356934153096168,-0.07941176883424507,-0.01935705108678144,-0.05221421341458235,-0.08727233398443658,-1.2184076590970034,2.8745886146077466,,,,,,,,,,,
10,10,D,0.12244754422267448,-0.1520433908220152,-0.284572519254245,-0.11950065110022211,-0.21178368596347116,-0.04529691608241366,-0.03523539269016856,-0.11792853807018379,0.04274141359973194,-0.17326691672753244,-0.36239211424114165,-0.14638378391387727,0.033465946722505815,-0.01306859896662838,0.007840504332881288,-0.01809936066275093,-0.18285680621076614,-0.05504401686865131,-0.10802422598094241,-0.0569305525046972,0.035824116267563245,-0.12657515973539452,-1.2155778556429344,2.9590110843208044,,,,,,,,,,,
11,11,E,-0.07139399238104972,-0.062118525503823595,-0.06887861153298844,-0.1775116219086359,-0.1687077889404213,0.019159718149157148,-0.2723100376199462,-0.04969883256652107,-0.0965478008616627,-0.07343773932009945,-0.3028090304026895,-0.0206147415108122,0.008940983453908206,-0.28913164704135613,-0.2138274329025209,-0.13364966837056694,-0.21005436163042898,0.08943317059186973,-0.8231784433453715,0.02670586069334097,-0.1804986366657087,-0.11415546679809188,-1.2152634330369267,2.945490912262474,,,,,,,,,,,
12,12,F,0.03629575017657478,-0.16917942284943283,-0.03869404135625266,-0.026745982327961666,0.023561634633264564,-0.4321939327748427,-0.07013630195701895,-0.7099863051826127,-0.1501568551859692,-0.058502665534735404,-0.04718345171845955,0.013814533847026909,-0.07422379583511868,0.11175717561841375,0.0504447674469196,-0.2275048162638543,-0.026745982327961666,-0.07218004889606894,-0.5386259849084366,-0.11148287464702676,-0.16446308375931787,-0.10063529473976231,-1.206616811371716,4.323290771788053,,,,,,,,,,,
