,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.2,21.02,43.7,44,21.38,21.4,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,44,50,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,164,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.16355134998366871,-0.1499342464787052,-0.23364594835348135,-0.16436986440199985,-0.17538260384863713,-0.18617211209027493,-0.10618093029882214,-0.08705745707053995,-0.2049235333102248,-0.1381774030154032,-0.25879666411674745,-0.25076034073676895,-0.3012105930666341,-0.1679415636819904,-0.16265842516367116,-0.18446067285194623,-0.33030506011822297,-0.1554406162020238,-0.20083096121856908,-0.2278419370234969,-0.11064555439881024,-0.17657317027530064,-0.6849450344606083,3.607344575267917,,,,,,,,,,,
8,8,B,-0.106478571905488,-0.17679640148029996,-0.17173649416698017,-0.20395619808856075,-0.1459160847887159,-0.17709404308696594,-0.10060015017383706,-0.28097096381335485,-0.10357656624049578,-0.2178709432001902,-0.17143885256031433,-0.2501650575234372,-0.3160182629982612,-0.266832987496726,-0.16243519395867173,-0.18818119293526958,-0.16347693958200232,-0.1740432166186407,-0.18944616976359951,-0.20670938295022004,-0.6551808737940212,-0.16995064452698497,-0.653246203350693,6.335081079557291,,,,,,,,,,,
9,9,C,-0.1706947485436497,-0.15179450652036683,-0.08556924903721058,-0.18780914092693723,-0.09405203482718788,-0.1696530029203191,-0.1532083041520298,-0.14919014246204046,-0.19591987470858221,-0.11458930568713303,-0.1758290662586359,-0.22107059047184832,-0.20559322692522303,-0.13334072690708287,-0.156110309817022,-0.1712900317569814,-0.2268746018018328,-0.12805758838876363,-0.1959942851102487,-0.16124462753200822,-0.1961431059135816,-0.15149686491370098,-0.6907490457905927,2.8805781821915266,,,,,,,,,,,
10,10,D,-0.05826063162561694,-0.1329686748987505,-0.08527160743054474,-0.09635875727884839,-0.16764392207532444,-0.13170369807042057,-0.22665137059683343,-0.10193953740383349,-0.06785957344059124,-0.17969840714529228,-0.15060394009370331,-0.13899591743373435,-0.13907032783540088,-0.1334895477104158,-0.12069095862378332,-0.21757330159352437,-0.15506856419369142,-0.15343153535702914,-0.041369470447328735,-0.16429545400033346,-0.09167090197386096,-0.08437868261054707,-0.6643333531989967,5.317593247170012,,,,,,,,,,,
11,11,E,-0.16370017078700164,-0.1770196326852994,-0.10945498797214673,-0.07515179280390502,0.03609175768746421,-0.057739758813951644,-0.09546583245885074,-0.16124462753200822,-0.13162928766875406,-0.1257508659371031,-0.1898182217719319,-0.5504110282476345,-0.21883827842185427,-0.19889629077524096,-0.12374178509210856,-0.17783814710363055,-0.19033909458359718,-0.14613931599371532,-0.22717224340849868,-0.2089416950002141,-0.20536999572022366,-0.1962919267169146,-0.6898561209705951,3.1797824072923935,,,,,,,,,,,
12,12,F,-0.12612291794543548,-0.10789236953715084,-0.015102598659065571,-0.08207196015888656,-0.16675099725532688,-0.1725550085853113,-0.09948399414884006,-0.21147164865687398,-0.2020215276452326,-0.1818563087936199,-0.2305207114834897,-0.16317929797533645,-0.23096717389348853,-0.14584167438704948,-0.20008685720190442,-0.4425903562329228,-0.13668919498207385,-0.23721764763347186,-0.24220314454512518,-0.20239357965356491,-0.13832622381873613,-0.19123201940359474,-0.6940975138655838,2.591791413323965,,,,,,,,,,,
13,13,G,-0.12820640919209655,-0.09807019651717709,-0.1363171429737416,-0.1668254076569933,-0.15201773772536628,-0.10074897097716998,-0.10893411516048143,-0.11600310331879589,-0.26735386030839126,-0.18088897357195569,-0.21422483351853333,-0.12374178509210856,-0.6672353588639889,-0.11295227685047075,-0.20611409973688832,-0.2035097356785619,-0.12270003946877797,-0.183790979236948,-0.22121941127518124,-0.3355881986365422,-0.17292706059364368,-0.20715584536021886,-0.6819686183939495,4.479806534807251,,,,,,,,,,,
