,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""""""=""""""""""""""""""""""",14.57,20.9,21.32,42.8,41.7,22.66,22.29,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,50,06,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,184,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,0.0027593071073263825,0.003603539555622699,0.003015242839020424,0.0025495819938548764,0.014864711750160515,1.0,0.013600140409186138,0.0037826057012350233,0.0028752779857502448,0.0029792518767509492,0.0028486180136987824,0.003064119454448105,0.003473794358305581,0.002973475549473132,0.003107664075465494,0.0038550319586414966,0.00353155763108375,0.003007244847404985,0.0025038157084998655,0.003352491485471426,0.0029254875997804996,0.002865946995532233,6.487259865855907e-05,0.022821824741787063,,,,,,,,,,,
8,B,0.0034355817316984844,0.002677549859701897,0.003221857622419259,0.00318542232728226,0.0005212024536060944,0.012343122726959675,0.0036381975192896006,0.0031676490125812852,0.0032409639357228073,0.0030721174460635443,0.003565326929015603,0.0030054675159348876,0.003595985896874785,0.0028264013703225635,0.0029828065396911444,0.0030454574740120814,0.002822402374514844,0.0024509400972644647,0.0032773992308598064,0.0031436550377349688,0.003433360067360863,0.002594903946342363,0.00014885151062066636,0.03016353671189235,,,,,,,,,,,
9,C,0.003056565795700191,0.0032294112811671735,0.003733284752939817,0.0036062055528278455,0.003087224763559373,0.0034857913457287393,0.0033329408393003536,0.0030925567579696655,0.0029632558935200714,0.003340494498048268,0.0019457336268892478,0.0033409388309157922,0.003418252749865034,0.003087669096426897,0.0032587372504237827,0.0034986769988869463,0.003097888752379958,0.0027539751129160898,0.002886386307438354,0.0031805346657394922,0.0034049227638393025,0.0033364955022405483,0.00015462783789848327,0.030596761257728616,,,,,,,,,,,
10,D,0.0032045286405858082,0.002748198785638273,0.0028974946291264636,0.002884608975968257,0.00378127270263245,0.0034689066967628127,0.003042791476806935,0.00329606121129583,0.003437359063168582,0.002909491616549622,0.003543998951374433,0.0033529358183389505,0.003570658923425895,0.0031974193147054184,0.003254738254616063,0.0031058867439953965,0.003351158486868853,0.003273400235052087,0.0032040843077182843,0.0033129458602617567,0.0037328404200722928,0.0032849528896077207,9.508723365021672e-05,0.02370782447963067,,,,,,,,,,,
11,E,0.0034475787191216426,0.0032822868924025743,0.0029090472836820975,0.0031432107048674444,0.003319610853274622,0.0036226458689262472,0.0029410392501438526,0.0030787824390764097,0.0028743893200151964,0.003318277854672049,0.0031827563300771138,0.00320363997485076,0.0034058114295743513,0.0031445437034700176,0.002818403378707125,0.003354713149809048,0.003086336097824324,0.003489790341536459,0.003069451448858398,0.003326720179155012,0.0032600702490263554,0.003097888752379958,9.153257071002171e-05,0.023632287892151528,,,,,,,,,,,
12,F,0.003223634953889357,0.003183200662944638,0.0030592317929053372,0.0027082088275610793,0.0032529609231459655,0.003189865655957504,0.0032338546098424174,0.003211193633598674,0.0031347683803844813,0.002962367227785023,0.0034582427079422277,0.0028272900360576123,0.003434693065963436,0.003348936822531231,0.0031565406908931758,0.00334271616238589,0.0032000853119105647,0.0028850533088357814,0.0033813731218605104,0.0033284975106251096,0.003061009124375435,0.0033933701092836686,0.00014174218474027634,0.028998940266110954,,,,,,,,,,,
13,G,0.002999246855789546,0.0031165507328159816,0.0027570854429887605,0.0034444683890489723,0.002830844698997807,0.0027322028024073953,0.002995692192849351,0.0032058616391883814,0.0025935709477397898,0.0031867553258848333,0.003045013141144557,0.0031654273482436632,0.002674883862496751,0.00263622690302213,0.0033093911973215615,0.00303212748798635,0.0031281033873716154,0.0030894464278969948,0.0031871996587523577,0.0031752026713291995,0.0030547884642300933,0.003250294925940819,6.398393292351032e-05,0.02214243978734229,,,,,,,,,,,
