,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.88,22,42.3,42.6,22.26,22.19,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,05,10,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,172,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.07133684579279534,-0.0717123234613138,-0.24768619077363618,-0.13003652130451593,-0.2573234509322768,-0.06695627299341315,-0.047556593453292245,-0.7548313617192477,-0.1087594534218027,0.039429066420152856,-0.26808714409647294,-0.02352602266811031,-0.16107600856870935,-0.6913756357396266,-0.00863207515021102,-0.25857504316067176,-0.24205402574585905,-0.13679511933784835,0.00012907044855316147,-0.16095084934586992,-0.1907387443816684,-0.12240180871130715,-1.0265520345037795,4.201849340393057,,,,,,,,,,,
8,8,B,-0.14718333483352602,-0.2483119868878336,-0.1443046727082177,-0.1979979793063588,-0.0578196497261305,-0.15218970374710564,-0.03616710417489879,-0.11314002622118488,-0.07133684579279534,-0.17484352308105322,-0.1198986242545173,-0.05406487304094582,-0.05932156040020437,-0.2389250451748719,-0.016642265411938466,-0.04580436433353953,-0.058820923508846476,-0.15043747462735282,-0.15068779307303165,-0.016141628520580376,-0.07271359724402979,-0.07409034869526404,-1.0187921626877312,4.1293821503689925,,,,,,,,,,,
9,9,C,-0.032412327489714114,-0.135919004777972,-0.1630785561341412,-0.05932156040020437,-0.08735722631625004,-0.21101453848166565,-0.13854734845760128,-0.08034830983723856,0.05069339647570689,-0.2638317305199303,-0.18272855411994104,-0.15832250566624054,0.03567428973496818,-0.14693301638784698,-0.1160186883464932,-0.054315191486624864,-0.07684385159773294,-0.21476931516685033,-0.1082588165304448,-0.11226391166130853,-0.19286645116993967,-0.24781134999647558,-1.025926238389582,3.396324582198102,,,,,,,,,,,
