,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.88,22,42.5,42.2,22.17,22.38,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,02,47,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,200,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.1904795043525061,-0.09649004407074194,-0.1190475145383653,0.021727810416988125,-0.12392104210853093,0.01114529340748573,-0.1874161441655449,-0.7083266195938115,-0.17321329238963395,-0.042324266219473425,-0.1482886799593587,-0.27402569126962995,-0.16764354659515895,-0.07031223883670988,-0.09398365846322816,-0.26191149416664694,-0.7959108722119295,-0.2606583013628901,-0.30758340968134124,-0.13297187902455257,-0.5189552625816642,-0.2524429263160396,-1.221300207264951,3.2038628264453695,,,,,,,,,,,
8,8,B,-0.1739095106139433,-0.12197163108046462,-0.11347776874389044,0.0018159692017402891,-0.26135451958719946,-0.13575675192179015,-0.006260162200248337,-0.16346623724930281,-0.16402321182875026,-0.18198564201593193,0.11321088509123867,-0.09481912033239942,-0.17558043435228568,-0.07295786808908541,-0.01531099911626998,-0.38124329781327204,-0.09161651650057644,-0.3135708864104018,-0.046780062855053366,-0.285861401082889,-0.029792338181904857,-0.35604019809327303,-1.2246420547416361,3.247446087287136,,,,,,,,,,,
9,9,C,-0.21749277145570942,-0.18992252977305865,-0.06265383836930681,-0.02241242500422559,-0.028121414443562344,-0.15566859313703799,-0.13394658453858574,0.15985750611996602,0.001955212846602188,-0.1345035591180332,-0.02645049070521983,-0.13213641715538146,-0.21429016762388642,-0.0388431750979265,0.09859030238074204,-0.12573120949173522,-0.21303697482012948,-0.18142866743648434,-0.09189500379030009,0.016575795557098965,-0.08646450164068713,-0.23740461267095725,-1.232300455209039,2.25449965577712,,,,,,,,,,,
