,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""=""""""""""",14.57,20.9,21.32,42.8,41.7,22.66,22.29,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,50,06,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,184,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,-0.07466393848301218,-0.05812502658563921,-0.06965003677096647,-0.07877255238593851,0.16248664874437166,19.461751646479367,0.13771309966020143,-0.05461703632530167,-0.07239201426974147,-0.0703551166992229,-0.07291429569807956,-0.06869252081901331,-0.06066679620355126,-0.07046827767536283,-0.06783946115272775,-0.05319817177831652,-0.059535186442152055,-0.0698067211994679,-0.07966913550458557,-0.06304317670248959,-0.07140838424637139,-0.07257481276965981,-0.12744918150704887,0.3183702457223481,,,,,,,,,,,
8,B,-0.0614153995841692,-0.07626560152991567,-0.06560235570134625,-0.06631614032007498,-0.11850946439199517,0.1130875303140603,-0.05744606072879968,-0.06666432793896704,-0.06522805401103728,-0.06853583639051188,-0.058873629966257134,-0.06984153996135711,-0.05827300632366833,-0.07334953022169464,-0.07028547917544449,-0.06905811781884998,-0.07342787243594535,-0.08070499367078947,-0.06451426939230855,-0.06713438122447132,-0.0614589230365307,-0.07788467395776376,-0.1258039950077839,0.46219784639618694,,,,,,,,,,,
9,C,-0.06884050055704242,-0.06545437596331713,-0.055583256967727146,-0.05807279844280539,-0.06823987691445363,-0.06043176956079912,-0.06342618308327086,-0.068135420628786,-0.07066848555622576,-0.06327820334524173,-0.09060222673779635,-0.06326949865476943,-0.061754882512588954,-0.06823117222398133,-0.06487986639214521,-0.06017933353710237,-0.06803096434311838,-0.0747683947686798,-0.07217439700793393,-0.06641189191527029,-0.062016023226758005,-0.06335654555949245,-0.12569083403164397,0.47068491960668096,,,,,,,,,,,
10,D,-0.06594183862976602,-0.07488155574481972,-0.0719567797461264,-0.07220921576982313,-0.054643150396718576,-0.06076254779874658,-0.06911034596168378,-0.06414867239247189,-0.06138058082227999,-0.07172175310337425,-0.05929145510892761,-0.06303447201201728,-0.05876917368058952,-0.06608111367732283,-0.06495820860639594,-0.06787427991461696,-0.0630692907739065,-0.06459261160655927,-0.06595054332023831,-0.06381789415452442,-0.05559196165819945,-0.06436628965427943,-0.12685726255493238,0.3357273985241175,,,,,,,,,,,
11,E,-0.06118037294141706,-0.06441851779711324,-0.07173045779384656,-0.06714308591494363,-0.06368732379743991,-0.05775072489533024,-0.07110372007984084,-0.06840526603342735,-0.07240942365068608,-0.0637134378688568,-0.06636836846290879,-0.06595924801071061,-0.0619986138458134,-0.06711697184352672,-0.07350621465019606,-0.06299965325012807,-0.06825728629539823,-0.0603534273465484,-0.06858806453334568,-0.06354804874988308,-0.06485375232072832,-0.06803096434311838,-0.12692690007871077,0.33424760114382623,,,,,,,,,,,
12,F,-0.06556753693945704,-0.06635966377243649,-0.06878827241420862,-0.07566497788732686,-0.06499302736828513,-0.06622909341535196,-0.0653673290585941,-0.06581126827268148,-0.06730847503391735,-0.07068589493717035,-0.06097146037008182,-0.07333212084075004,-0.06143280896511379,-0.06311281422626801,-0.06688194520077458,-0.06323467989288022,-0.06602888553448902,-0.07220051107935083,-0.06247737182178999,-0.06351322998799387,-0.06875345365231941,-0.062242345179037845,-0.1259432700553407,0.4393828526682845,,,,,,,,,,,
