,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.57,21.88,22,42.3,42.6,22.26,22.19,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,05,10,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,172,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,328440,328320,272080,309680,269000,329840,336040,110000,316480,363840,265560,343720,299760,130280,348480,268600,273880,307520,351280,299800,290280,312120,23160,1694120,,,,,,,,,,,
B,304200,271880,305120,287960,332760,302600,339680,315080,328440,295360,312920,333960,332280,274880,345920,336600,332440,303160,303080,346080,328000,327560,25640,1670960,,,,,,,,,,,
C,340880,307800,299120,332280,323320,283800,306960,325560,367440,266920,292840,300640,362640,304280,314160,333880,326680,282600,316640,315360,289600,272040,23360,1436680,,,,,,,,,,,
D,320800,322840,313240,346080,270760,290720,313600,369360,333680,281320,325480,345480,327760,328520,290840,299200,304360,292400,285400,303360,382600,308760,33400,1873680,,,,,,,,,,,
E,299760,306240,299280,338440,261440,354880,302640,334360,331840,350440,268560,293520,270600,318680,283120,296920,304600,295680,324080,350480,318120,309880,27240,1822840,,,,,,,,,,,
F,303400,295960,323920,180240,267400,310800,310040,304840,279440,292440,349400,305600,352280,308480,308840,342320,159320,88160,281640,267920,293480,252960,21960,1490360,,,,,,,,,,,
G,298520,330280,276440,301880,280720,304880,304600,367840,248200,362840,302800,323280,176240,291520,306840,309520,272080,98440,278320,300040,310680,303920,24320,1937560,,,,,,,,,,,
H,292880,297160,346760,309560,332280,267520,362400,302080,323240,252680,304600,217800,348880,307400,326440,332360,352560,311280,215920,228880,188760,272040,25520,2098640,,,,,,,,,,,
I,281000,333960,321600,349640,289160,312440,267240,297760,322160,357560,312120,186320,189360,337840,334480,327240,332520,334520,335040,295600,330840,303720,23600,1961240,,,,,,,,,,,
J,334280,329920,329640,285520,334760,327680,303240,311800,66400,330240,304040,263400,344880,322040,335680,306640,377480,337320,357360,331800,336640,245720,23800,2052320,,,,,,,,,,,
K,286160,328200,256320,243560,305520,337920,351400,305320,255600,317440,165360,273880,346640,312680,286960,326840,296480,365720,306960,313480,302120,331960,24320,2047200,,,,,,,,,,,
L,312120,281320,64400,280120,442400,321200,299720,317320,295520,299320,331960,319280,346720,324360,227240,318440,298960,294000,320920,264800,346040,274360,22360,1925080,,,,,,,,,,,
M,256320,247840,234040,303160,274920,335040,283680,330280,274840,285160,302080,329800,332040,320440,295560,337960,305400,326880,310400,323360,230200,295520,18040,1496960,,,,,,,,,,,
N,277520,286160,266600,245160,311040,283960,300600,289280,284600,321040,317320,308280,258520,284720,308680,229000,346400,286520,333040,334760,209800,243080,18960,1625200,,,,,,,,,,,
O,269320,290560,275680,280240,328000,333480,255160,293720,267840,298200,325920,308200,271760,333480,296720,327000,306520,352000,292120,261120,319320,330760,21160,1789120,,,,,,,,,,,
