,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""=""""""""""",14.57,21.69,21.91,48.8,48.8,22.17,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,3,41,45,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,11760,12320,12320,12080,11200,11960,11920,11640,8440,11120,11200,9080,10120,10880,10120,10960,10360,11000,10520,10440,9240,10480,1840,81920,,,,,,,,,,,,
6,12760,11680,11680,12280,13040,12280,12760,12680,12520,12720,11560,11360,12200,12640,12040,11360,10360,10640,11880,10080,9680,9240,2240,78600,,,,,,,,,,,,
7,10600,12280,9200,12880,10360,11200,10800,11320,10640,11560,8640,8400,9120,11040,10960,9480,11040,11640,10440,10960,9480,10280,1480,77440,,,,,,,,,,,,
8,10520,10560,11240,11200,11000,11320,11760,11440,12360,11160,10760,9760,9560,10760,11760,11440,12560,10520,11640,10040,9600,8760,2800,65520,,,,,,,,,,,,
9,11360,11560,10600,10960,10840,11920,11800,11400,11560,11040,11160,11280,11680,12720,10160,11000,10640,11440,9760,11920,10600,10800,1160,78120,,,,,,,,,,,,
10,11840,10920,11360,10840,9280,10000,11760,9520,11400,10600,11280,9960,11400,11040,12120,10360,10840,10120,10120,9760,10120,8560,3920,68640,,,,,,,,,,,,
11,10880,12160,11920,11000,10440,11400,10960,11600,11040,11160,10360,11080,10480,10880,11680,11000,10480,10400,11160,11040,9760,10000,1800,65800,,,,,,,,,,,,
12,10320,11040,11480,11120,11680,10520,10560,10920,10720,10680,9360,9600,11040,10000,9440,10120,11160,10680,10240,8160,9240,8080,4000,61080,,,,,,,,,,,,
13,10040,12640,12680,12520,12520,12960,11680,10440,10600,10720,10520,9680,7360,10240,10200,11520,9960,12360,11320,10960,10920,9960,1320,65120,,,,,,,,,,,,
14,11080,10160,9280,8840,10520,10400,11640,10480,9480,10360,10000,8480,11000,9560,8080,9680,9960,9640,10200,10480,9680,8920,4160,54760,,,,,,,,,,,,
15,10160,11160,11640,12080,11360,12320,11600,10640,10800,11440,10360,11120,10320,10520,9920,11080,11040,11880,11040,11640,11120,11960,1960,75400,,,,,,,,,,,,
16,10480,9640,11080,10400,11400,9760,11080,9800,9200,9880,10400,9200,10360,9880,9640,8920,9440,9680,10080,9280,10200,7720,5280,62200,,,,,,,,,,,,
17,9080,11000,10240,11520,10040,10400,9880,10360,10000,9520,9400,10520,9800,9360,8240,9960,9440,9360,10000,11160,8400,9520,1720,52840,,,,,,,,,,,,
18,9760,10440,10480,10000,10680,9800,9800,10320,10320,10040,10560,10440,10360,10440,9520,10280,10480,9200,9760,9800,9080,6400,3040,61760,,,,,,,,,,,,
19,10480,11800,12200,11880,10720,9800,9400,11240,11000,11960,11240,12880,10040,12480,12520,11840,10840,12360,10960,11840,11280,8920,1880,64880,,,,,,,,,,,,
20,10000,9440,10800,10560,10680,10200,10360,10400,10360,10560,10640,10120,11200,10880,9960,10040,9840,9440,9800,9400,9040,6720,6800,70080,,,,,,,,,,,,
21,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Assay,ID,,,,,,2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Assay,Started,,,,,,7/26/2023,3,40,09,PM,,,,,,,,,,,,,,,,,,,,,,,,
24,Assay,Finished,,,,,,7/26/2023,3,41,59,PM,,,,,,,,,,,,,,,,,,,,,,,,
25,Assay,Exported,,,,,,7/26/2023,3,41,59,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Serial#,,,,,,"=""1040181""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
