Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""""""=""""""""""""""""""""""",14.57,22.77,22.99,45.1,45.8,23.44,23.37,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,3,07,00,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,20,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,-0.19836717079881158,-0.1415899177216082,-0.2614530075512599,-0.2330643810126581,-0.2078300463116788,-0.1132012911830064,-0.2551444238760151,-0.1731328360978323,-0.1731328360978323,-0.1447442095592306,-0.22044721366216846,-0.07850408096915988,-0.2614530075512599,0.0003532149714003988,-0.12897275037111847,-0.03749828708006853,-0.15420708507209782,-0.03749828708006853,0.009816090484267808,0.04451330069811433,-0.056424038105803,-0.06588691361867023,-0.8607684566995185,4.170327024308231,,,,,,,,,,,
8,B,-0.059578329943425413,-0.18575000344832193,-0.07534978913153746,-0.15736137690972024,-0.10058412383251676,-0.12266416669587363,-0.09742983199489434,-0.11950987485825122,-0.021726827891956478,-0.16366996058496508,0.060284759886226384,-0.10689270750776157,-0.0028010768662220125,-0.08165837280678229,-0.07534978913153746,-0.23937296468790292,-0.050115454430558176,-0.0280354115672013,-0.04380687075531336,-0.09427554015727194,-0.03749828708006853,-0.18575000344832193,-0.8702313322123858,3.7413433343915834,,,,,,,,,,,
9,C,-0.15105279323447543,-0.21413862998692365,-0.2961502177651064,-0.12897275037111847,-0.16682425242258747,-0.15420708507209782,-0.19205858712356677,-0.22044721366216846,-0.17944141977307712,-0.15736137690972024,-0.18575000344832193,-0.13528133404636328,-0.1699785442602099,-0.21098433814930123,-0.15420708507209782,-0.12581845853349605,-0.12897275037111847,-0.1447442095592306,-0.13528133404636328,-0.1762871279354547,-0.16366996058496508,-0.18259571161069954,-0.8576141648618961,4.69078517751593,,,,,,,,,,,
10,D,-0.021726827891956478,-0.16682425242258747,-0.15736137690972024,-0.18575000344832193,-0.11635558302062882,-0.23937296468790292,-0.15736137690972024,-0.17944141977307712,-0.059578329943425413,-0.23621867285028053,-0.15420708507209782,-0.1731328360978323,-0.0280354115672013,-0.1762871279354547,-0.13528133404636328,-0.08165837280678229,-0.18575000344832193,-0.11635558302062882,-0.040652578917690946,-0.1415899177216082,-0.12266416669587363,-0.20467575447405642,-0.8639227485371409,4.201869942684455,,,,,,,,,,,
11,E,-0.15736137690972024,-0.21413862998692365,-0.292995925927484,-0.25199013203839266,-0.22044721366216846,-0.19205858712356677,-0.21413862998692365,-0.19836717079881158,-0.24568154836314784,-0.18259571161069954,-0.24252725652552543,-0.1952128789611892,-0.18890429528594435,-0.201521462636434,-0.147898501396853,-0.1132012911830064,-0.12581845853349605,-0.10058412383251676,-0.13528133404636328,-0.06904120545629265,-0.201521462636434,-0.19836717079881158,-0.8702313322123858,5.138694618458313,,,,,,,,,,,
12,F,-0.08165837280678229,-0.1384356258839857,-0.15105279323447543,-0.1132012911830064,-0.1415899177216082,-0.18575000344832193,-0.147898501396853,-0.2299100891750357,-0.11635558302062882,-0.16051566874734266,-0.12266416669587363,-0.10689270750776157,-0.08796695648202711,-0.1699785442602099,-0.16682425242258747,-0.21729292182454604,-0.06588691361867023,-0.15420708507209782,-0.1762871279354547,-0.2267557973374133,-0.11004699934538399,-0.16051566874734266,-0.8828484995628754,4.397436036617045,,,,,,,,,,,
13,G,-0.1447442095592306,-0.1762871279354547,-0.2551444238760151,-0.15420708507209782,-0.23937296468790292,-0.22044721366216846,-0.17944141977307712,-0.11635558302062882,-0.24568154836314784,-0.147898501396853,-0.26460729938888233,-0.18259571161069954,-0.2078300463116788,-0.2078300463116788,-0.19836717079881158,-0.19205858712356677,-0.30876738511559604,-0.04380687075531336,-0.1415899177216082,-0.11635558302062882,-0.18259571161069954,-0.1132012911830064,-0.8733856240500082,5.1260774511078235,,,,,,,,,,,
