,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""""""=""""""""""""""""""""""",14.51,21.88,21.91,47.8,47.8,22.07,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,3,19,33,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,10720,11720,19600,11800,11520,12240,10920,10520,11600,12280,10160,15720,11880,12680,11920,11960,11680,12120,9360,11800,9320,11080,920,73400,,,,,,,,,,,,
6,12480,11320,11440,11520,11600,11360,12680,11400,12400,11120,12560,11000,12360,11840,13000,6920,12120,11840,13280,11680,12920,11560,880,59240,,,,,,,,,,,,
7,11560,11160,11000,11640,11280,11760,11760,7280,10080,12520,11240,12200,11480,12760,11440,12040,11680,11320,10560,12320,10840,10880,960,69480,,,,,,,,,,,,
8,11120,10760,12040,13120,10400,11240,11880,11160,11360,10640,12400,11400,12000,11560,9360,11920,11520,9880,12400,11720,12200,10520,840,68400,,,,,,,,,,,,
9,10800,11400,11520,12000,9920,12400,12400,11640,11560,11920,11840,11560,11600,11720,11280,11640,11720,11040,11680,12920,10920,11560,840,76840,,,,,,,,,,,,
10,11720,11560,11840,10320,13040,11920,12600,11680,12480,12120,11600,11320,12880,11120,12840,11080,12160,11920,12600,12080,13400,11600,640,65280,,,,,,,,,,,,
11,10880,11200,21200,11760,12000,11640,11600,12000,9760,11800,12560,11040,11280,11880,11960,12680,11200,12000,11640,11520,10720,11440,960,78840,,,,,,,,,,,,
12,11120,11280,11880,11080,10440,12120,12800,12080,11280,11440,12360,11440,11760,11440,11440,11120,11400,10920,12000,12200,10960,10240,960,71120,,,,,,,,,,,,
13,10720,11520,11040,13200,12320,12920,12840,12400,10920,12480,11480,10680,11560,11840,11600,10720,10920,9960,12400,12880,10200,11680,720,81120,,,,,,,,,,,,
14,11760,11360,11520,11520,11920,11240,14680,11720,13360,11600,12200,9760,12680,11200,12160,11960,12280,11800,12560,10960,12240,11520,840,67960,,,,,,,,,,,,
15,10760,11040,10680,12080,11000,10840,12360,12960,9880,12120,9840,11680,10960,11600,13480,11520,11360,11440,9920,11640,11120,11720,880,77120,,,,,,,,,,,,
16,10800,10040,11920,10800,11560,12040,12520,11040,10240,11360,11200,15640,12600,10720,13120,11200,12720,10720,10640,10280,10960,10120,680,69120,,,,,,,,,,,,
17,9720,9680,7760,10720,10840,10600,10520,10920,10280,10320,10280,11280,10640,9040,10440,11440,11160,11320,10120,11880,10600,10600,680,77560,,,,,,,,,,,,
18,10640,9960,11240,10600,11600,11000,11920,10520,12040,10360,11320,10720,10120,11040,11440,10640,12360,27120,11720,10920,11720,10240,880,64960,,,,,,,,,,,,
19,9880,10240,18640,10760,10240,11520,10440,11000,11240,11800,11040,11440,11480,11440,11120,11880,11160,11360,11280,11600,10720,10960,760,75680,,,,,,,,,,,,
20,9760,9760,9760,9240,11200,10480,11760,10840,11160,10400,11920,10360,11480,10440,10560,10560,11880,10160,11400,10760,11000,10240,680,76320,,,,,,,,,,,,
21,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Assay,ID,,,,,,2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Assay,Started,,,,,,7/26/2023,3,18,01,PM,,,,,,,,,,,,,,,,,,,,,,,,
24,Assay,Finished,,,,,,7/26/2023,3,19,48,PM,,,,,,,,,,,,,,,,,,,,,,,,
25,Assay,Exported,,,,,,7/26/2023,3,19,48,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Serial#,,,,,,"""=""""1040181""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Mode,of,measurement,,,,By,Rows,,bi-directional,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Plate,type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Name,of,the,plate,type,,,,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Number,of,rows,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Number,of,columns,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Number,of,the,wells,in,the,plate,,,,384,,,,,,,,,,,,,,,,,,,,,,,,,
49,Height,of,the,plate,,,,10.12,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Coordinates,of,corners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,384,Greiner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,12,mm,x---------------------------------------------------------,x,115.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Platemap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Plate,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Group,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
58,A,UNK1,,,UNK17,,UNK33,,UNK49,,UNK65,,UNK81,,UNK97,,UNK113,UNK129,UNK145,UNK161,UNK177,UNK193,UNK209,UNK225,UNK241,UNK257,UNK273,UNK289,UNK305,UNK321,UNK337,UNK353,UNK369,,,
