Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""""""=""""""""""""""""""""""",14.51,23.06,22.89,46.4,46.9,23.05,22.48,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,3,09,11,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,-0.2676731667441942,-0.18410439343563922,-0.5709968624567275,-0.16243841517045815,-0.28314886550503776,-0.17791411393130163,-0.17791411393130163,-0.18410439343563922,-0.21815093070949487,-0.07267936235756559,-0.17172383442696423,-0.16553355492262684,-0.11601131888792751,-0.4038593158396174,-0.14077243690527727,-0.060298803348890796,-0.09125020087057795,-0.3512419400527494,-0.13458215740093987,-0.06339394310105949,-0.13458215740093987,5.668804877915386,-0.979555309742997,3.845767563888018,,,,,,,,,,,
8,B,-0.1995800921964827,-0.2088655114529888,-0.16862869467479555,-0.196484952444314,-0.11291617913575883,-0.15005785616178335,-0.18410439343563922,-0.18410439343563922,-0.032442545579372525,-0.10053562012708403,-0.051013384092384706,-0.196484952444314,-0.038632825083709924,-0.14077243690527727,-0.051013384092384706,-0.1252967381444336,-0.051013384092384706,-0.18410439343563922,-0.029347405827203833,-0.23981690897467584,-0.010776567314191467,-0.16553355492262684,-1.022887266273359,3.369116042054037,,,,,,,,,,,
9,C,-0.24291204872684455,-0.16862869467479555,-0.21815093070949487,-0.1283918778966025,-0.24291204872684455,-0.16553355492262684,-0.21815093070949487,-0.1810092536834705,-0.11291617913575883,-0.10053562012708403,-0.11291617913575883,-0.1314870176487712,-0.10982103938359013,-0.16553355492262684,-0.17172383442696423,-0.14696271640961467,-0.15005785616178335,-0.15624813566612075,-0.1902946729399766,-0.1252967381444336,-0.10672589963142143,-0.196484952444314,-1.0074115675125153,4.672169877717063,,,,,,,,,,,
10,D,-0.1871995331878079,-0.22124607046166367,-0.07886964186190316,-0.23981690897467584,-0.13458215740093987,-0.23053148971816975,-0.08196478161407186,-0.2150557909573262,-0.09434534062274665,-0.22124607046166367,-0.054108523844553405,-0.15624813566612075,-0.12220159839226491,-0.18410439343563922,-0.10053562012708403,-0.1283918778966025,-0.2026752319486514,-0.15934327541828947,-0.10363075987925273,-0.15624813566612075,-0.16243841517045815,-0.15934327541828947,-1.0290775457776964,3.876718961409705,,,,,,,,,,,
11,E,-0.2150557909573262,-0.16243841517045815,-0.24291204872684455,-0.14696271640961467,-0.1810092536834705,-0.14386757665744598,-0.12220159839226491,-0.1314870176487712,-0.13767729715310859,-0.25219746798335074,-0.1314870176487712,-0.10672589963142143,-0.08815506111840925,-0.17791411393130163,-0.12220159839226491,-0.12220159839226491,-0.15315299591395207,-0.13767729715310859,-0.10053562012708403,-0.11910645864009621,-0.22124607046166367,-0.08815506111840925,-1.0290775457776964,4.712406694495256,,,,,,,,,,,
12,F,-0.17172383442696423,-0.1902946729399766,-0.15315299591395207,-0.1902946729399766,-0.10053562012708403,-0.15315299591395207,-0.029347405827203833,-0.15005785616178335,-0.06648908285322819,-0.1314870176487712,-0.051013384092384706,-0.11601131888792751,-0.15624813566612075,-0.17791411393130163,-0.032442545579372525,-0.1871995331878079,-0.09125020087057795,-0.17481897417913295,-0.08196478161407186,-0.1252967381444336,-0.16553355492262684,-0.1933898126921453,-1.0259824060255276,3.9448120359574164,,,,,,,,,,,
13,G,-0.23053148971816975,-0.2026752319486514,-0.2150557909573262,-0.17172383442696423,-0.21815093070949487,-0.10053562012708403,-0.1871995331878079,-0.10363075987925273,-0.1283918778966025,-0.14386757665744598,-0.17172383442696423,-0.13458215740093987,-0.1810092536834705,-0.09434534062274665,-0.1252967381444336,-0.09434534062274665,-0.1902946729399766,-0.12220159839226491,-0.3202905425310622,0.004699131446652015,-0.11910645864009621,-0.10982103938359013,-1.0290775457776964,5.15810681880755,,,,,,,,,,,
14,H,-0.14077243690527727,-0.23672176922250715,-0.1995800921964827,-0.2088655114529888,-0.15005785616178335,-0.15624813566612075,-0.1252967381444336,-0.17172383442696423,-0.029347405827203833,-0.15005785616178335,-0.15934327541828947,-0.1252967381444336,-0.10363075987925273,-0.11291617913575883,-0.07267936235756559,-0.11910645864009621,-0.1283918778966025,-0.2150557909573262,-0.09434534062274665,-0.15005785616178335,-0.07886964186190316,-0.1933898126921453,-1.0383629650342023,4.381226741013204,,,,,,,,,,,
15,I,-0.18410439343563922,-0.23672176922250715,-0.1902946729399766,-0.15315299591395207,-0.15624813566612075,-0.1252967381444336,-0.14386757665744598,-0.10982103938359013,-0.17172383442696423,-0.054108523844553405,-0.14077243690527727,-0.032442545579372525,-0.15934327541828947,-0.2026752319486514,-0.16243841517045815,-0.35743221955708676,-0.10982103938359013,-0.04791824434021601,-0.04791824434021601,-0.10363075987925273,-0.4038593158396174,-0.09125020087057795,-1.022887266273359,4.895019939873209,,,,,,,,,,,
16,J,-0.1810092536834705,-0.2614828872398568,-0.14077243690527727,-0.5183794866698596,-0.06958422260539689,0.04493594822484526,-0.044823104588047315,-0.11601131888792751,-0.14386757665744598,-0.1252967381444336,-0.08196478161407186,-0.4688572506351602,-0.060298803348890796,-0.1871995331878079,-0.07267936235756559,-0.11910645864009621,-0.10053562012708403,-0.10982103938359013,-0.029347405827203833,-0.08505992136624055,-0.1314870176487712,-0.08815506111840925,-1.0352678252820338,4.313133666465493,,,,,,,,,,,
17,K,-0.2088655114529888,-0.2088655114529888,-0.21196065120515747,-0.1933898126921453,-0.2150557909573262,-0.10672589963142143,-0.1995800921964827,-0.1314870176487712,-0.18410439343563922,0.5680145663413568,-0.18410439343563922,-0.17791411393130163,-0.4719523903873289,-0.16243841517045815,-0.1933898126921453,-0.15624813566612075,-0.16553355492262684,-0.10053562012708403,-0.06339394310105949,-0.09744048037491534,-0.13767729715310859,-0.16862869467479555,-1.0445532445385397,4.876449101360197,,,,,,,,,,,
18,L,-0.10053562012708403,-0.24291204872684455,-0.1902946729399766,-0.1995800921964827,-0.11601131888792751,-0.24600718847901332,-0.10363075987925273,-0.14696271640961467,-0.13458215740093987,-0.23362662947033844,-0.1283918778966025,-0.15005785616178335,-0.10982103938359013,-0.23053148971816975,-0.15624813566612075,-0.1314870176487712,-0.11601131888792751,-0.17481897417913295,-0.13458215740093987,-0.13767729715310859,-0.1933898126921453,-0.17481897417913295,-1.0259824060255276,4.022190529761634,,,,,,,,,,,
19,M,-0.22743634996600107,-0.22434121021383235,-0.2676731667441942,-0.2645780269920255,-0.2583877474876881,-0.2026752319486514,-0.3048148437702187,-0.23362662947033844,-0.23053148971816975,-0.25219746798335074,0.10683874326821936,-0.23362662947033844,-0.25529260773551943,-0.24910232823118203,-0.24291204872684455,-0.20577037170082008,-0.21815093070949487,-0.24600718847901332,-0.196484952444314,-0.14386757665744598,-0.28314886550503776,-0.21815093070949487,-1.032172685529865,4.950732455412247,,,,,,,,,,,
20,N,-0.22434121021383235,-0.3388613810440745,-0.24600718847901332,-0.2645780269920255,-0.1871995331878079,-0.1810092536834705,-0.16862869467479555,-0.20577037170082008,-0.1933898126921453,-0.2738634462485317,-0.1902946729399766,-0.23362662947033844,-0.11601131888792751,-0.1810092536834705,-0.14696271640961467,-0.2893391450093752,-0.11601131888792751,-0.2150557909573262,-0.08815506111840925,-0.17172383442696423,-0.11601131888792751,-0.15624813566612075,-1.022887266273359,4.167662098113564,,,,,,,,,,,
21,O,-0.31410026302672484,-0.31410026302672484,-0.36981277856576156,-0.2676731667441942,-0.1810092536834705,-0.3543370798049181,-0.23362662947033844,-0.22743634996600107,-0.196484952444314,-0.2026752319486514,-0.2769585860007004,-0.29552942451371256,-0.29862456426588135,-0.22434121021383235,-0.25529260773551943,-0.07577450210973447,-0.22124607046166367,-0.17481897417913295,-0.1933898126921453,-0.10053562012708403,-0.17172383442696423,0.13159986128556894,-1.0136018470168526,5.384052020715866,,,,,,,,,,,
22,P,-0.41623987484829217,-0.4502864121221479,-0.44409613261781056,-0.3048148437702187,-0.24291204872684455,-0.30790998352238746,-0.23053148971816975,-0.30790998352238746,-0.2645780269920255,-0.3171954027788935,-0.3326711015397371,-0.36671763881359287,-0.38528847732660515,-0.4131447350961235,-0.3512419400527494,-0.35743221955708676,-0.25529260773551943,-0.2645780269920255,0.03255538921617047,-0.20577037170082008,-0.2088655114529888,-0.23053148971816975,-1.0290775457776964,4.514317750356458,,,,,,,,,,,
23,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Assay,ID,,,,,,2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Assay,Started,,,,,,7/26/2023,3,07,39,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,Assay,Finished,,,,,,7/26/2023,3,09,26,PM,,,,,,,,,,,,,,,,,,,,,,,,
27,Assay,Exported,,,,,,7/26/2023,3,09,26,PM,,,,,,,,,,,,,,,,,,,,,,,,
28,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Serial#,,,,,,"""=""""1040181""""""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Start,plate,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Is,label,meas.,height,used,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Height,of,measurement,,,,6.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Is,gripper,height,used,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Gripper,height,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Mode,of,measurement,,,,By,Rows,,bi-directional,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Rotated,plate,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Soft,move,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Protocol,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
