,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.46,21.78,21.71,48.1,45.9,21.97,23.17,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,4,57,59,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
6920,7840,7640,8480,7720,7960,6520,7240,6120,7040,5920,6600,6080,5920,6320,5520,7000,6680,5920,6600,6600,6560,800,80920,,,,,,,,,,,,
7080,6200,6840,6200,7440,6400,5760,6200,6200,6160,12040,6360,6480,6120,6400,6240,6480,5840,6520,6080,6280,5640,760,67200,,,,,,,,,,,,
6560,7320,7120,7560,6600,6960,6080,6280,6040,6240,5760,6400,5800,6480,5640,5920,5600,5920,5440,5400,5800,6720,800,81880,,,,,,,,,,,,
6680,6560,6440,6480,6240,5960,6840,6800,6040,6600,8040,6560,6600,6080,6600,6200,6240,5600,6520,6280,7160,5560,1040,67120,,,,,,,,,,,,
7120,7280,6920,7120,7600,7320,7280,6320,5920,6720,5920,6360,6320,6520,5720,6200,6200,6760,6280,6760,5560,5960,720,76960,,,,,,,,,,,,
6640,6160,6760,6640,6840,6360,6400,6320,6720,5640,6760,6520,6040,6320,6680,5720,5880,12560,6560,5840,6560,5720,720,69560,,,,,,,,,,,,
7160,6920,6560,6840,6640,7160,6520,7080,7520,7560,7120,7120,6960,6480,6560,7800,6600,31840,6680,6960,6880,6280,760,80480,,,,,,,,,,,,
6640,5880,6200,5920,6680,6640,6040,6000,6320,5400,6480,4960,6200,5840,6200,6200,5920,5320,5600,5320,15120,4960,720,73520,,,,,,,,,,,,
6680,7200,6520,6480,6960,6600,7160,6960,7120,6680,6000,6840,5160,6520,6360,6600,5880,6560,5960,6160,6360,6600,640,77320,,,,,,,,,,,,
7000,5760,6400,5840,5560,6120,6960,5720,13280,7000,6080,6080,6160,5440,6560,6080,5600,5720,5880,5600,5400,6120,720,65960,,,,,,,,,,,,
6640,6960,6920,7440,6320,6600,6280,6720,5760,6600,6120,6320,6120,6480,6120,6280,5680,6280,6080,6240,5920,6320,680,78240,,,,,,,,,,,,
6720,6160,10480,5480,6440,6000,6000,5720,5760,5640,5920,5960,6320,5840,6040,5600,6160,5800,5760,5520,5800,5320,640,68080,,,,,,,,,,,,
6920,6720,6560,6640,6360,6480,6440,6360,6400,6600,5880,6240,6160,6080,6080,6120,6040,6160,5800,6440,5840,6160,480,72880,,,,,,,,,,,,
6360,6120,5760,5800,6160,6040,5720,5480,5760,5800,5680,5640,5800,6000,5800,6000,6200,5840,6200,6040,5880,5520,880,73080,,,,,,,,,,,,
6800,6880,5840,6440,6680,6600,6160,6560,6320,6160,6800,6960,6200,6320,6160,6320,6080,6200,6160,7680,6120,6120,600,80680,,,,,,,,,,,,
6200,5640,5720,5280,5600,5600,6120,5520,6280,5840,6320,5480,6760,5480,5480,5520,5800,5760,8760,240,5360,5680,1240,77480,,,,,,,,,,,,
Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assay,ID,,,,,,2787,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assay,Started,,,,,,7/26/2023,4,55,59,PM,,,,,,,,,,,,,,,,,,,,,,,,
