,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""=""""""""""",14.57,21.78,22.1,47.5,47,22.46,22.38,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,3,26,20,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,20,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,12200,13800,13000,14160,13280,15040,14760,15920,14360,14560,15520,14240,14360,14560,13600,13200,14600,13920,14040,13760,13040,12920,1160,74040,,,,,,,,,,,,
6,13520,13360,14520,13680,14080,14320,16560,14720,15640,14440,15640,15560,16480,14960,15720,14000,14640,14600,15360,14560,14800,13040,840,62480,,,,,,,,,,,,
7,12400,13840,13560,14040,13040,15640,14960,15760,15280,15880,15520,15440,14280,15240,15160,15320,14960,15560,13840,14480,13880,14000,1000,74680,,,,,,,,,,,,
8,13080,12760,14680,14360,15520,15040,16160,15120,15120,15840,16760,14840,16080,15240,15920,15800,16280,15120,15920,14720,14960,13320,960,61280,,,,,,,,,,,,
9,12760,14040,14160,15000,14560,16520,16320,16520,15600,16600,15760,17240,17640,16920,16840,16280,15720,16160,15360,16360,14520,13640,760,69720,,,,,,,,,,,,
10,14040,12560,14400,15160,15520,15560,16600,15920,16280,15680,17520,16640,17360,16200,17720,16560,16040,14440,16440,15320,15520,14480,760,61280,,,,,,,,,,,,
11,12040,14160,14920,14240,15160,16120,16120,16360,15800,17520,15640,17000,16520,16560,17080,17640,15960,15960,15400,15760,14520,14000,800,71000,,,,,,,,,,,,
12,13160,13200,14040,14680,15680,14600,15920,15480,16680,15960,16960,16040,16160,16080,17400,15680,16280,15600,16640,15320,15400,13520,640,66400,,,,,,,,,,,,
13,13200,14280,14320,15840,14680,15920,15520,16280,15760,15640,16960,16840,17040,17680,16960,17800,16600,18200,16320,17040,14920,15080,720,71640,,,,,,,,,,,,
14,13000,13280,14200,14320,14760,14840,16040,15400,16800,15440,16560,15880,16440,16240,17000,15320,16320,16720,17360,16320,15560,13760,800,62760,,,,,,,,,,,,
15,11960,13240,13480,14160,14800,14960,15040,16120,15960,16160,14880,16640,16280,16560,15680,16040,16280,17480,16400,16920,15400,14840,760,71040,,,,,,,,,,,,
16,11760,12480,13640,13200,15680,14520,16280,14600,16120,15200,15600,15240,15800,15480,16240,14760,15880,14760,16280,15680,15160,13400,840,61920,,,,,,,,,,,,
17,11680,12320,12400,13600,12080,14440,13920,14640,15640,14040,14240,15400,14240,15360,15400,14800,16080,15200,14880,16200,14640,14160,840,73360,,,,,,,,,,,,
18,11360,11640,12760,12720,14280,14400,14480,14560,15600,14360,14800,14440,15080,14960,15560,14720,16280,15000,15320,15600,14600,13480,680,64360,,,,,,,,,,,,
19,10400,12160,11960,12880,12560,13600,13640,13320,13760,14160,13040,14240,13160,15000,14200,14360,12760,15040,13440,14680,12920,13160,520,74480,,,,,,,,,,,,
20,10920,10760,12360,11000,12560,11160,13560,12880,12480,12840,13560,12840,13840,12680,12760,12920,13200,12600,12960,11800,12960,11520,720,71360,,,,,,,,,,,,
21,Basic,assay,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Assay,ID,,,,,,2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Assay,Started,,,,,,7/26/2023,3,24,48,PM,,,,,,,,,,,,,,,,,,,,,,,,
24,Assay,Finished,,,,,,7/26/2023,3,26,37,PM,,,,,,,,,,,,,,,,,,,,,,,,
25,Assay,Exported,,,,,,7/26/2023,3,26,37,PM,,,,,,,,,,,,,,,,,,,,,,,,
26,Protocol,ID,,,,,,100188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Protocol,Name,,,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Serial#,,,,,,"=""1040181""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Protocol,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Protocol,name,,,,test,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Number,of,assay,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Start,assay,repeat,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Number,of,plate,repeats,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
