,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,22.18,22.4,40.7,41.8,22.66,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,5,49,14,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,180,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.2864557241912472,-0.2809326192697293,-0.20132786790089494,-0.2314648099726557,-0.12652581646381517,-0.1817568656789945,-0.09830995436475629,-0.0827011795865535,-0.12412446649793794,-0.03167249281165965,-0.16698856338884865,-0.09602867189717289,-0.16062498597927377,-0.21681657518080388,-0.30110395898309905,-0.027470130371374173,-0.13733189131026333,-0.18043612319776187,-0.2644833720034694,-0.06313017736465305,-0.7588012624793233,-0.19352348051179344,-1.135332937128893,3.3436650192255537,,,,,,,,,,,
8,8,B,-0.2193379926449751,-0.09206644445347524,-0.21057306526952266,-0.2919788291127651,-0.07993962712579444,-0.058807747426073746,-0.040917690180287396,-0.26556397948811417,-0.1613453909690369,-0.19976699042307466,-0.4610338667105311,-0.12604554647063987,-0.0069385881631227764,-0.38407060030416185,-0.07417638720768889,0.03760645370390219,-0.023627970425970524,-0.24323142480545484,-0.15270053109187848,-0.20853191779852692,-0.15186005860382135,-0.22209954510573415,-1.1132405174428213,5.183099093087609,,,,,,,,,,,
9,9,C,-0.14633695368230343,-0.01870520299592191,-0.148618236149887,-0.34901089080235237,0.011311671577545052,-0.03155242531336583,0.02439902889157662,-0.10539393676409446,-0.11379866164466525,-0.06421078484929783,-0.02530891540208461,-0.11307825665490212,-0.07789847965479871,-0.00729879065800443,-0.12892716642969254,-0.04788160508133175,-0.056046194965314884,-0.16987018334790152,-0.04776153758303792,-0.06445091984588548,-0.12184318403035438,-0.15246039609529063,-1.11816328487287,4.268184756088337,,,,,,,,,,,
10,10,D,-0.15149985610893968,-0.1087558267163228,-0.01630385303004452,-0.18331774315681473,-0.059408084917543055,-0.28801660166906745,-0.011981423091465392,-0.01042054561364495,0.03172314628750263,-0.1256853439757582,-0.08966509448759785,-0.21057306526952266,0.06906413825689542,-0.16782903587690579,-0.0875038795183081,-0.35441392822557644,-0.03707553023488375,-0.10803542172655968,-0.08522259705072471,-0.1498189111328256,-0.11187758167196334,-0.10287251929992323,-1.113600719937703,4.397617519249126,,,,,,,,,,,
11,11,E,-0.0796994921292068,-0.06649206731688123,-0.20288874537871518,-0.2302641349897171,-0.2272624475323704,0.018875923970058706,-0.06349037985953453,-0.0893048919927162,-0.13997337627272838,-0.016664055524926173,-0.2061305678326497,-0.10179191181527845,-0.04656086260009931,0.0762681881545276,-0.13180878638874544,-0.11043677169243689,-0.10923609670949828,-0.050763225040384614,-0.11644014660713028,0.02019666645129132,-0.08534266454901854,0.0527349584889295,-1.1124000449547642,5.056668017384166,,,,,,,,,,,
12,12,F,-0.16938991335472603,-0.25835992959048215,-0.21105333526269815,-0.19052179305444675,-0.1854789581261043,-0.13084824640239445,-0.15810356851510257,-0.17491301827624395,0.04192888364248132,-0.16518755091444073,-0.14297506373007507,-0.1534209360816416,-0.6821981985678357,-0.2042094878599478,-0.26196195453929816,-0.11992210405765247,-0.13192885388703926,-0.23170494496924354,-0.11559967411907333,-0.18139666318411282,-0.07177503724181149,-0.1496988436345318,-1.1198442298489841,4.742451374349114,,,,,,,,,,,
13,13,G,-0.2513960146894378,-0.14489614370277698,-0.11163744667537567,-0.005978048176771999,-0.032392897801422786,0.026920446355747838,-0.23242534995900668,-0.062409772374889746,-0.13192885388703926,-0.059047882422661575,-0.03515445026218183,0.028121121338686626,-0.13757202630685117,-0.003456630712600601,-0.16566782090761623,-0.0845021920609614,-0.2096125252831719,-0.06096896239536331,-0.1932833455152058,-0.017144325518101654,-0.09314705193812002,-0.09398752442617697,-1.1274084822414978,4.0997300559820395,,,,,,,,,,,
