,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.1,20.92,44,43.7,21.28,21.3,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,36,34,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,164,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.10123690063406643,-0.10073966592404908,-0.15212058595917755,-0.15817027493105562,-0.14814270827903858,-0.3039429174178153,-0.4099367831031852,-0.0929496554671102,-0.15212058595917755,-0.21518652167971433,-0.1473968562140125,-0.17350167848992462,-0.18841871979044575,-0.10596063037923148,-0.2078937459327929,-0.17192710190820287,-0.15137473389415157,-0.12841906478168286,-0.10148551798907517,-0.07629229268152829,-0.21004842967620152,-0.19529713327901937,-0.7412608448780944,1.8252989833282434,,,,,,,,,,,
8,8,B,-0.13993833556375193,-0.13811514162702157,-0.07687239984321521,-0.09096071662704078,-0.1275074678133176,-0.2951584375408417,-0.1314024730417871,-0.1429217438238562,-0.13670630994863908,-0.15526973912262096,-0.16156804544950765,-0.13919248349872584,-0.014966678446052359,-0.17300444377990729,-0.15294931047587323,-0.11060148767272694,-0.06502163925446781,-0.16811496913140309,-0.5748529619256139,-0.2043302305110017,-0.10455179870084899,-0.4000749613545074,-0.7149902776988433,3.9222206279231724,,,,,,,,,,,
9,9,C,-0.1749105101683071,-0.11631968683792683,-0.11366776838450077,-0.13397151904354346,-0.24908135441256524,-0.15991059641611644,-0.33079359175875345,-0.15038026447411676,-0.1540266523475775,-0.2848822535338161,-0.14756260111735167,-0.08308783371843233,-0.23234111917531367,-0.11192744689943997,-0.11698266645128322,-0.23399856820870496,-0.11093297747940527,-0.18029721952682867,-0.16579454048465533,-0.1055462681208837,-0.16894369364809875,-0.1265129983932829,-0.7174764512489301,3.5468084218600566,,,,,,,,,,,
