,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""""""=""""""""""""""""""""""",14.57,21.1,20.92,44,43.7,21.28,21.3,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,36,34,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,164,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,0.07458520850636433,0.07464315376740772,0.06865547679292296,0.0679504761168949,0.06911903888127016,0.05096285708767118,0.03861085894191953,0.07555096285708768,0.06865547679292296,0.06130608618391826,0.06920595677283527,0.0661638305680567,0.06442547273675468,0.07403472852645201,0.062155950012554806,0.06634732389469415,0.06874239468448805,0.07141753423599173,0.07455623587584262,0.0774921291020416,0.06190485388136673,0.0636238966256543,0.0,0.2990941224190215,,,,,,,,,,,
8,B,0.07007513568848628,0.07028760164564542,0.07742452629749097,0.07578274390126127,0.07152376721457131,0.051986556699437934,0.07106986266973132,0.06972746412222587,0.07045177988526838,0.06828849013964808,0.06755451683309834,0.07016205358005138,0.08463871129739439,0.0662217758291001,0.06855890135785062,0.07349390609004694,0.07880555501902536,0.06679157089602689,0.01939234736252487,0.06257122438336585,0.07419890676607498,0.03976010661928032,0.0030614412917930197,0.5434589457825507,,,,,,,,,,,
9,C,0.06599965232843374,0.07282753558804782,0.0731365769802793,0.0707704788210071,0.05735615088945976,0.067747667703243,0.04783381299132752,0.06885828520657486,0.06843335329225658,0.05318409209433488,0.0691866416858208,0.07670021053444846,0.059306974677920926,0.0733393853939312,0.07275027523998996,0.05911382380777625,0.073455275916018,0.06537191200046356,0.06706198211422942,0.07408301624398818,0.06669499546095455,0.0716396577366581,0.0027717149865760147,0.499710273694783,,,,,,,,,,,
