,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.57,21.98,22,41.7,41.4,22.85,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,25,07,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,156,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,244760,309800,291720,295040,219880,289160,265840,295640,143520,291920,306640,301520,326440,245800,307360,346840,309840,326320,315640,325760,239080,315280,10760,905440,,,,,,,,,,,
B,312960,320560,283200,297240,287440,324400,335680,307960,320640,299520,240640,292720,286920,288600,283680,277800,242240,316640,284360,292640,267000,285440,18560,1848960,,,,,,,,,,,
C,326760,320720,179960,298600,309240,288320,306280,328320,284600,293600,343320,250760,276880,332320,277080,251960,354680,287040,301360,316640,308280,299360,11560,1052960,,,,,,,,,,,
D,352720,282880,249160,291160,267680,310040,312600,291560,332440,277480,229360,284320,330080,318240,323560,316960,275040,307560,294080,307080,330680,289360,12280,1074440,,,,,,,,,,,
E,303400,305760,304040,276400,278640,326440,252280,308920,297000,302880,244520,316320,323840,248000,267160,287560,268120,344320,112120,328360,275640,292520,12360,1071000,,,,,,,,,,,
F,330800,278520,311720,314760,327560,211600,303720,140920,283360,306680,309560,325080,302680,350000,334400,263680,314760,303200,184520,293200,279720,295960,14560,1421560,,,,,,,,,,,
G,277920,287440,288120,326000,316720,307160,285400,328240,281680,340280,310600,315800,306480,229120,296920,333720,316840,246440,302240,312840,290520,290480,14520,1484280,,,,,,,,,,,
H,316440,298320,294080,318680,337600,323880,314120,303760,341360,247880,264960,284760,322000,300840,221320,299040,246200,316120,313000,337560,282160,278160,19160,2110560,,,,,,,,,,,
I,277880,344280,289360,318040,285120,353320,302680,311760,315880,282560,272800,288920,236640,292400,289240,298240,278160,303400,342400,291560,283280,215000,17040,1830040,,,,,,,,,,,
J,260120,347600,265800,214560,279520,263600,278760,315320,160440,159920,342880,213960,275640,290640,311040,107160,323160,203200,281560,280280,305200,289720,21160,2316400,,,,,,,,,,,
K,271600,304760,267600,318840,300440,290200,306720,297200,276560,308560,301320,324840,273280,322000,328080,320720,306880,311600,255160,284000,267600,297840,12320,1196240,,,,,,,,,,,
L,289600,261640,311360,306000,277920,290360,322560,284760,202040,291120,300120,289960,332040,290160,197000,243200,316760,121200,276280,328680,282040,188520,18000,1891120,,,,,,,,,,,
M,282880,298400,242680,287840,286720,327200,279600,296120,325480,225600,312840,293160,259240,208440,171480,329440,258280,211160,289200,294560,206680,177280,7840,796920,,,,,,,,,,,
N,294640,277200,338240,268680,300600,291600,245400,270680,334560,276960,270560,277440,287920,303680,269600,220920,298160,251720,266280,300240,268280,98840,8680,1065640,,,,,,,,,,,
O,256400,293560,274520,298960,306200,288320,213240,312040,279280,322120,317840,303240,243040,317560,300520,307440,270680,304880,250800,304760,293600,204560,11000,1157240,,,,,,,,,,,
