,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""=""""""""""",14.57,22.96,22.89,40,40.7,23.25,23.37,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,18,28,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,200,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
A,371880,346560,357080,324800,336040,342960,368840,315200,318200,306760,350720,399200,324880,338400,320840,365440,341080,374880,251200,388920,366920,308880,18520,1462120,,,,,,,,,,,
B,330680,329760,321680,376720,343840,218080,339800,349480,309200,312480,339320,362080,355720,329000,240320,272200,290800,305600,326640,279640,299840,297360,32800,2584080,,,,,,,,,,,
C,333640,365400,369920,380800,388960,372320,325720,359400,356920,343320,339520,312760,349040,341280,364200,312160,321280,351840,277800,329760,281720,316400,20560,1644040,,,,,,,,,,,
D,361760,361320,194640,365480,353760,324800,358520,316480,351200,296640,325720,305600,349760,330040,336320,321360,322480,309640,320880,364000,310320,289880,36400,3136960,,,,,,,,,,,
E,298400,419120,259280,388560,351360,328960,314320,357600,319680,320440,305880,279760,322600,385080,303160,363600,317720,350800,308880,344960,304920,357080,14960,1076760,,,,,,,,,,,
F,342520,341160,356520,342200,335960,310120,346320,237600,370520,272960,64400,272040,254880,334720,331720,291840,322520,299200,327840,301160,362200,309840,22840,2067720,,,,,,,,,,,
G,293360,347760,319320,355560,341160,324840,334920,382320,350160,364160,325400,353360,342840,335840,346000,324920,281120,352920,330960,365680,293280,362640,22240,2065960,,,,,,,,,,,
H,343040,319800,30040,322640,342760,353880,334120,255520,314800,243160,368160,321520,381760,319280,312560,307680,342120,308640,226000,332240,342680,325480,19880,1681320,,,,,,,,,,,
I,284800,356840,334440,315960,107600,310480,286720,345400,304280,308240,343560,362200,339280,339400,386320,338880,343680,331480,332560,353520,333720,306080,18000,1612320,,,,,,,,,,,
J,363600,302840,366600,278960,321520,28360,352560,377600,333160,302920,388120,304600,356120,303880,332800,336520,299000,306680,361520,309280,375040,251120,26440,2509320,,,,,,,,,,,
K,337000,318560,311360,333720,326280,342640,302720,318360,337320,329920,330760,370760,295600,385040,343680,256640,367680,344280,293760,287160,314200,318040,29120,2639280,,,,,,,,,,,
L,385760,288520,335360,283000,294240,329240,346800,309440,357080,313000,16280,305160,361360,332880,331960,272440,294760,308760,333720,323120,326600,382680,33480,3098280,,,,,,,,,,,
M,360320,297960,295280,340480,276160,315280,312720,311800,344600,310440,327320,309000,301760,310400,298640,210240,325400,294360,302840,365280,283240,360760,26240,2445200,,,,,,,,,,,
N,353160,304200,324880,263000,338880,301480,324120,111280,57200,222000,312240,291680,345280,313200,379840,311280,294240,319600,393560,264480,360680,360880,20760,2000520,,,,,,,,,,,
O,319240,301360,273160,289440,321240,310400,353040,318880,261440,300200,306800,298000,348920,358120,315480,368240,274880,297120,301320,298520,278600,227960,23760,2450720,,,,,,,,,,,
