,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,"""=""""""""""",14.57,21.59,21.71,42.9,42.8,22.07,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,6,00,48,PM,,,,,,,
2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,Pingping,US,LUM,384,(cps),0,144,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,A,-0.12605213669416826,-0.10242612159152216,-0.14470425388046784,-0.32820555915139693,-0.1367104893720538,0.020855491049353747,0.08516088553926308,-0.021600280450890196,-0.018758053070120673,-0.14257258334489087,-0.36781910327087136,0.013394644174833773,-0.3388639118292825,-0.06405605195113415,-0.02959404495930447,-0.03332446839656435,-0.21806924814657985,-0.16726443371532557,-0.1772122295480188,-0.05677284428791242,-0.058193957978297295,-0.19213392329705853,-1.3627763257514844,3.235059380277028,,,,,,,,,,,
8,B,-0.10633418424008007,-0.26851878415523805,0.010907695216660523,-0.27455851733937314,-0.2646107215066799,-0.04664740924392117,-0.12747325038455312,-0.24880083170114986,-0.08253052992613572,-0.03314682918526632,-0.20314755439754012,-0.21185187575114672,-0.1185912898196485,-0.8755119691608181,0.06757460362075186,-0.4353220035641463,-0.14612536757085273,-0.20261463676364583,-0.17259361005426835,-0.14754648126123737,-0.21291771101893534,-0.3923333144300081,-1.367750223667831,2.6186513170726506,,,,,,,,,,,
9,C,-0.09372180023791556,-0.09443235708310789,0.07148266626930999,0.07254850153709837,-0.009698453293918023,0.013394644174833773,-0.09265596497012696,0.17060534617364528,-0.23085927136004258,-0.011119566984302899,-0.2713610115360076,0.04892248643445227,-0.10828821556435901,-0.31275094776846296,-0.8449580248175463,-0.0022376064193982744,-0.12338754852469698,-0.11450558795979236,-0.05357533848454684,-0.1574942770939306,-1.0723362152791038,-0.15927066920691152,-1.3505192201719158,3.7621149201984676,,,,,,,,,,,
