Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,"""""""=""""""""""""""""""""""",14.57,23.45,23.48,43.7,45.9,23.83,22.58,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/26/2023,5,15,39,PM,,,,,,,
Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
0.0861244019138756,0.08984582668793195,0.0861244019138756,0.0861244019138756,0.0834662413609782,0.09303561935140882,0.09197235513024987,0.09090909090909091,0.09250398724082935,0.09250398724082935,0.08665603402445508,0.0834662413609782,0.08931419457735247,0.08665603402445508,0.07814992025518341,0.0733652312599681,0.07123870281765018,0.07442849548112707,0.07602339181286549,0.07814992025518341,0.07017543859649122,0.07177033492822966,0.0,0.986709197235513,,,,,,,,,,,,
0.08984582668793195,0.07549175970228601,0.08133971291866028,0.08452950558213716,0.08718766613503455,0.08080808080808081,0.0861244019138756,0.08665603402445508,0.08984582668793195,0.08984582668793195,0.08506113769271664,0.07602339181286549,0.08080808080808081,0.07814992025518341,0.08133971291866028,0.06804891015417332,0.06698564593301436,0.0733652312599681,0.08080808080808081,0.07123870281765018,0.07230196703880915,0.06273258904837853,0.001063264221158958,0.7841573631047315,,,,,,,,,,,,
0.08133971291866028,0.08718766613503455,0.08080808080808081,0.08559276980329612,0.08452950558213716,0.09144072301967039,0.0861244019138756,0.0861244019138756,0.08133971291866028,0.0861244019138756,0.08027644869750133,0.09144072301967039,0.08559276980329612,0.08452950558213716,0.08240297713981924,0.0733652312599681,0.0733652312599681,0.07602339181286549,0.06964380648591174,0.06964380648591174,0.07974481658692185,0.07602339181286549,0.001594896331738437,0.9542796384901648,,,,,,,,,,,,
0.09144072301967039,0.08984582668793195,0.08771929824561403,0.08825093035619351,0.07283359914938863,0.07814992025518341,0.07921318447634237,0.07549175970228601,0.07389686337054759,0.07123870281765018,0.0659223817118554,0.06964380648591174,0.07496012759170653,0.0733652312599681,0.0707070707070707,0.06964380648591174,0.07708665603402445,0.07602339181286549,0.07442849548112707,0.07230196703880915,0.07442849548112707,0.06007442849548113,0.002658160552897395,0.6943115364167995,,,,,,,,,,,,
0.09463051568314726,0.08931419457735247,0.08718766613503455,0.08506113769271664,0.08080808080808081,0.08399787347155768,0.07602339181286549,0.08931419457735247,0.08187134502923976,0.08506113769271664,0.07814992025518341,0.08133971291866028,0.07974481658692185,0.10313662945241893,0.07602339181286549,0.08240297713981924,0.07177033492822966,0.07549175970228601,0.07017543859649122,0.07389686337054759,0.0733652312599681,0.07442849548112707,0.002658160552897395,1.0,,,,,,,,,,,,
