,Unnamed: 0.1,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Plate,information
0,0,Plate,Repeat,Barcode,Measured,height,Chamber,temperature,at,start,Chamber,temperature,at,end,Humidity,at,start,Humidity,at,end,Ambient,temperature,at,start,Ambient,temperature,at,end,Group,Label,ScanX,ScanY,Measinfo,Kinetics,Measurement,date,
1,1,1,1,"""""""=""""""""""""""""""""""",14.57,21.66,21.61,44,43.6,21.85,22.09,1,Pingping,US,LUM,384,(cps)(1),0,0,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),0,7/7/2023,3,36,58,PM,,,,,,,
2,2,Background,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,1,Pingping,US,LUM,384,(cps),0,8,0.1,00,00,00.000,De=USLum,Ex=N/A,Em=N/A,Wdw=N/A,(12),,,,,,,,,,,,,,,,,,,
5,5,Results,for,Pingping,US,LUM,384,(cps)(1),-,channel,0,(CPS),,,,,,,,,,,,,,,,,,,,,,,,,
6,6,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,
7,7,A,-0.21177686012099028,-0.16878226927454873,-0.2664972484710068,-0.17659946761026543,-0.12187907926024892,-0.11406188092453222,-0.19223386428169864,-0.13360487676382377,-0.11797048009239057,-0.16096507093883203,-0.16096507093883203,-0.08670168674952396,-0.20005106261741534,-0.10233608342095718,-0.16487367010669038,-0.12578767842810726,-0.19223386428169864,-0.23913705429599855,-0.21177686012099028,-0.22350265762456525,-0.1883252651138403,-0.18050806677812378,-1.0130396895319465,4.8224988680805305,,,,,,,,,,,
8,8,B,-0.20005106261741534,-0.21177686012099028,-0.15705647177097368,-0.2274112567924236,-0.196142463449557,-0.17659946761026543,-0.15314787260311552,-0.15314787260311552,-0.12578767842810726,-0.21568545928884864,-0.2977660418138734,-0.19223386428169864,-0.14142207509954047,-0.3681208268353232,-0.09842748425309901,-0.20005106261741534,-0.11797048009239057,-0.2664972484710068,-0.20786826095313204,-0.2352284551281402,-0.20005106261741534,-0.3251262359888817,-1.0091310903640884,4.165854207880331,,,,,,,,,,,
9,9,C,-0.24695425263171525,-0.13751347593168212,-0.16096507093883203,-0.19223386428169864,-0.21177686012099028,-0.11406188092453222,-0.14142207509954047,-0.12187907926024892,-0.15705647177097368,-0.10233608342095718,-0.13360487676382377,-0.16096507093883203,-0.12578767842810726,-0.13751347593168212,-0.12578767842810726,-0.1883252651138403,-0.1883252651138403,-0.18441666594598194,-0.1883252651138403,-0.15705647177097368,-0.18441666594598194,-0.2039596617852737,-1.0091310903640884,4.818590268912671,,,,,,,,,,,
10,10,D,-0.14142207509954047,-0.2743144468067235,-0.15314787260311552,-0.18441666594598194,-0.3837552235067565,-0.2430456534638569,-0.15705647177097368,-0.15314787260311552,-0.12969627759596544,-0.19223386428169864,-0.11015328175667387,-0.18441666594598194,-0.0593414925745157,-0.12969627759596544,-0.10624468258881552,-0.1883252651138403,-0.16487367010669038,-0.14923927343525717,-0.196142463449557,-0.2039596617852737,-0.18050806677812378,-0.30167464098173175,-1.0247654870355216,4.165854207880331,,,,,,,,,,,
11,11,E,-0.2664972484710068,-0.1883252651138403,-0.196142463449557,-0.12969627759596544,-0.16487367010669038,-0.16487367010669038,-0.12969627759596544,-0.13751347593168212,-0.15705647177097368,-0.19223386428169864,-0.14142207509954047,-0.09061028591738231,-0.14533067426739882,-0.11015328175667387,-0.17269086844240708,-0.16487367010669038,-0.2508628517995735,-0.16878226927454873,-0.2352284551281402,-0.18050806677812378,-0.2664972484710068,-0.26258864930314857,-1.0091310903640884,5.080466413159179,,,,,,,,,,,
12,12,F,-0.16878226927454873,-0.2039596617852737,-0.11406188092453222,-0.15314787260311552,-0.0593414925745157,-0.18050806677812378,-0.13360487676382377,-0.13751347593168212,-0.16487367010669038,-0.19223386428169864,-0.196142463449557,-0.18050806677812378,-0.15314787260311552,-0.16878226927454873,-0.05543289340665736,-0.1883252651138403,-0.11797048009239057,-0.15705647177097368,-0.18441666594598194,-0.23913705429599855,-0.17659946761026543,-0.24695425263171525,-1.0013138920283717,4.087682224523165,,,,,,,,,,,
13,13,G,-0.26258864930314857,-0.12187907926024892,-0.20005106261741534,-0.11015328175667387,-0.12969627759596544,-0.09061028591738231,-0.17269086844240708,-0.0671586909102324,-0.12969627759596544,-0.05152429423879901,-0.13751347593168212,-0.05152429423879901,-0.11406188092453222,-0.10624468258881552,-0.1883252651138403,-0.09842748425309901,-0.16878226927454873,-0.18050806677812378,-0.219594058456707,-0.18050806677812378,-0.21177686012099028,-0.18441666594598194,-1.0091310903640884,5.2133587848663625,,,,,,,,,,,
14,14,H,-0.196142463449557,-0.219594058456707,-0.13360487676382377,-0.2430456534638569,-0.12187907926024892,-0.196142463449557,-0.13751347593168212,-0.20786826095313204,-0.11406188092453222,-0.14142207509954047,-0.10624468258881552,-0.14923927343525717,-0.15705647177097368,-0.196142463449557,-0.0593414925745157,-0.13751347593168212,-0.16878226927454873,-0.1883252651138403,-0.12969627759596544,-0.21568545928884864,-0.2039596617852737,-0.2508628517995735,-0.9934966936926549,4.173671406216049,,,,,,,,,,,
15,15,I,-0.21177686012099028,-0.12969627759596544,-0.21177686012099028,-0.04761569507094066,-0.13751347593168212,-0.0358898975673658,-0.12578767842810726,-0.12578767842810726,-0.03979849673522414,-0.08279308758166562,-0.13751347593168212,-0.07106729007809057,-0.13360487676382377,-0.11015328175667387,-0.11797048009239057,-0.11797048009239057,-0.17659946761026543,-0.17659946761026543,-0.16096507093883203,-0.05543289340665736,-0.23913705429599855,-0.20786826095313204,-1.00522249119623,5.275896371552096,,,,,,,,,,,
16,16,J,-0.219594058456707,-0.17269086844240708,-0.14142207509954047,-0.14923927343525717,-0.12578767842810726,-0.17269086844240708,-0.07497588924594892,-0.12187907926024892,-0.02416410006379075,-0.09451888508524066,-0.0671586909102324,-0.15314787260311552,-0.07106729007809057,-0.15705647177097368,-0.11406188092453222,-0.18050806677812378,-0.11797048009239057,-0.17269086844240708,-0.1883252651138403,-0.2430456534638569,-0.12187907926024892,-0.25477145096743187,-0.9934966936926549,4.330015372930382,,,,,,,,,,,
17,17,K,-0.18050806677812378,-0.16487367010669038,-0.14142207509954047,-0.09061028591738231,-0.08670168674952396,-0.16878226927454873,-0.11015328175667387,-0.11015328175667387,-0.14533067426739882,-0.20005106261741534,-0.15314787260311552,-0.08670168674952396,-0.15705647177097368,-0.08670168674952396,-0.12578767842810726,-0.08279308758166562,-0.17659946761026543,-0.11797048009239057,-0.16487367010669038,-0.219594058456707,-0.24695425263171525,-0.19223386428169864,-0.9895880945247967,5.225084582369938,,,,,,,,,,,
18,18,L,-0.196142463449557,-0.23131985596028196,-0.14923927343525717,-0.17269086844240708,-0.14142207509954047,-0.21177686012099028,-0.06325009174237406,-0.13751347593168212,-0.08670168674952396,-0.11015328175667387,-0.12969627759596544,-0.17269086844240708,-0.10233608342095718,-0.12969627759596544,-0.11797048009239057,-0.21568545928884864,-0.18050806677812378,-0.21568545928884864,-0.11015328175667387,-0.23131985596028196,-0.21177686012099028,-0.18050806677812378,-1.0013138920283717,3.9078866628016824,,,,,,,,,,,
